"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"220660_at",0.0481582706666667,0.61930646575,0.827551416608113,0.415526850814815,0.547005944277392,-6.96016772993248
"207897_at",-0.0778540624999997,1.15225415066667,-0.827541115942448,0.4155325804313,0.547005944277392,-6.96017631697538
"202066_at",-0.0702134198333333,5.06581250570833,-0.827528018114729,0.41553986600558,0.547005944277392,-6.96018723569703
"209060_x_at",-0.088845721166666,4.31595205154167,-0.827447563430117,0.415584620109342,0.547024750600787,-6.96025430141619
"218788_s_at",-0.0999833243333335,3.5089577165,-0.827414049472763,0.415603263631472,0.547024750600787,-6.96028223628328
"203927_at",0.0984237199999995,3.50376074708333,0.827315501869338,0.41565808783451,0.547064588366381,-6.96036437238896
"215004_s_at",-0.0763370648333339,3.89568687454167,-0.827178726462494,0.41573418650248,0.547132419963121,-6.96047835471139
"202863_at",-0.0977248496666663,4.67255784433333,-0.827055404012258,0.415802807726657,0.547190403339246,-6.96058111064319
"221926_s_at",0.126518593333333,2.7693346465,0.826798624786815,0.415945712020254,0.547346129521838,-6.96079502012047
"218877_s_at",-0.1074081525,3.87891246525,-0.826705347781344,0.415997630694199,0.547382115710258,-6.96087270877146
"209834_at",0.0764468020000004,4.14078364433333,0.82664024066408,0.416033872200198,0.54738464090894,-6.96092693033172
"208766_s_at",0.0628707354999989,8.03564905475,0.826613615948292,0.416048693265259,0.54738464090894,-6.96094910237303
"206783_at",0.0587405478333336,2.054142895375,0.826551880584609,0.416083060492482,0.547397527820884,-6.96100051060913
"210918_at",0.0672673056666666,0.772582329833333,0.826374871842458,0.416181608661992,0.54749484446458,-6.96114788904395
"207332_s_at",0.0954262433333337,6.35815163520833,0.826238162505123,0.416257730452521,0.547562649028097,-6.96126169349416
"203892_at",-0.0703212511666669,2.23802828525,-0.82605137394067,0.41636175116823,0.547667142818532,-6.96141715781731
"217632_at",0.0669517576666667,0.655227521583333,0.825890140805441,0.416451553379157,0.547752922868718,-6.96155132552935
"208122_x_at",0.0778129450000005,1.3488874985,0.825668771222317,0.41657486957447,0.547882770664214,-6.96173549442261
"214729_at",0.0580875201666669,0.702867448833333,0.825413671013454,0.41671700405235,0.548037351630805,-6.96194766752472
"220745_at",0.0701164971666668,1.05092382325,0.825264333710032,0.416800224547509,0.548106119722415,-6.96207184617389
"217415_at",0.0743417268333335,1.05713039291667,0.825231537312149,0.416818502231783,0.548106119722415,-6.96209911455349
"217248_s_at",0.0659504953333336,1.07569109854167,0.824655426317803,0.417139654948226,0.54844452814955,-6.962577951206
"206483_at",0.0937775781666672,1.90088665195833,0.824643655729627,0.417146218065544,0.54844452814955,-6.96258773106553
"221847_at",-0.107014031333333,4.18117125704167,-0.824575300647759,0.417184333189075,0.54844452814955,-6.96264452281546
"202293_at",0.0821849613333328,3.63669691925,0.824559946024492,0.417192895300187,0.54844452814955,-6.96265727934982
"221448_s_at",0.0790077825,0.788949866375,0.824526645296318,0.417211464972563,0.54844452814955,-6.96268494463281
"216149_at",-0.0617873856666666,0.901587685666667,-0.824504942073975,0.417223567740289,0.54844452814955,-6.96270297447265
"218464_s_at",-0.0700850128333332,5.23000410820833,-0.824369403430573,0.417299155609982,0.548511522865445,-6.96281556231842
"206339_at",0.073242468166667,1.63663540966667,0.824116780280375,0.417440062568897,0.548664362136251,-6.96302536186845
"206840_at",0.0788545851666668,0.558973668291667,0.823991971675857,0.417509688687984,0.548723500584201,-6.96312899094328
"208369_s_at",0.0958162644999994,2.50214783675,0.823751180834386,0.41764403750091,0.548867690602783,-6.96332887846299
"204819_at",0.100646495833334,3.62897845433333,0.823187605851522,0.417958588588769,0.549248671424729,-6.96379650192873
"209907_s_at",-0.075356987666666,5.81201708233333,-0.823034727680087,0.418043940767432,0.54932842968655,-6.96392329947134
"216528_at",0.0883484231666665,2.05470571433333,0.822775323535531,0.418188791475367,0.549486357655819,-6.9641383988168
"219835_at",-0.0969374913333334,1.412622389625,-0.822695704599973,0.41823325679242,0.549512371664096,-6.96420440637681
"215959_at",-0.0796166766666673,2.05188854416667,-0.822561630905672,0.41830814048365,0.549550753780154,-6.96431554560733
"220431_at",0.069029704833333,1.128182442875,0.822555066076923,0.41831180732819,0.549550753780154,-6.96432098702414
"213813_x_at",-0.160148402,4.35515244254167,-0.822282687980854,0.418463964247006,0.549718229244636,-6.96454671787311
"216282_x_at",0.0701391146666674,4.245283637375,0.821661066268831,0.41881134621238,0.55014212863808,-6.9650616155466
"53968_at",0.0942364524999997,5.04558507666667,0.821608904889307,0.418840503819408,0.55014798959817,-6.96510480472361
"200958_s_at",-0.0726563976666652,7.09168200870833,-0.821309250934581,0.419008031415842,0.550335588458859,-6.96535286524587
"218737_at",0.118482840833333,3.80559022829167,0.821159366468125,0.419091843016336,0.550413217007128,-6.96547691088816
"206206_at",0.0740548280000004,2.23537638133333,0.820989320519088,0.419186941052461,0.550493009655064,-6.96561761633496
"219739_at",-0.0727003361666667,1.531749570375,-0.820962358573837,0.419202020729385,0.550493009655064,-6.96563992360407
