"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
"TNC",0,1.8586992245533,0.679,0.273,0,"TNC","Fibroblast"
"HIF1A",0,1.88137591138903,0.745,0.353,0,"HIF1A","Fibroblast"
"TNFRSF12A",0,2.20948078480334,0.574,0.203,0,"TNFRSF12A","Fibroblast"
"SELENOP",0,-1.82811451179438,0.359,0.725,0,"SELENOP","Fibroblast"
"APOD",0,-2.49515880007627,0.182,0.509,0,"APOD","Fibroblast"
"PTGDS",0,-3.04342642305813,0.216,0.528,0,"PTGDS","Fibroblast"
"TNXB",0,-1.64392142812331,0.354,0.643,0,"TNXB","Fibroblast"
"BGN",0,1.33840175140137,0.88,0.619,0,"BGN","Fibroblast"
"CXCL14",0,-2.55365515299783,0.423,0.672,0,"CXCL14","Fibroblast"
"TPM4",0,0.860595715720045,0.92,0.737,0,"TPM4","Fibroblast"
"NNMT",0,0.930330318765383,0.947,0.815,0,"NNMT","Fibroblast"
"CFD",0,-2.45642397569255,0.661,0.793,0,"CFD","Fibroblast"
"GSN",0,-2.76581900817074,0.848,0.876,0,"GSN","Fibroblast"
"TXNIP",4.74573093400834e-303,-1.42406067912761,0.559,0.748,1.17931413710107e-298,"TXNIP","Fibroblast"
"MT-ND1",3.62874386953918e-294,-0.81014317136182,0.991,0.993,9.01742851580487e-290,"MT-ND1","Fibroblast"
"IGKC",9.93544300158087e-289,-4.2684680293779,0.024,0.199,2.46895758589285e-284,"IGKC","Fibroblast"
"ADAM12",1.69440179508474e-287,2.60171929147561,0.419,0.113,4.21058846078559e-283,"ADAM12","Fibroblast"
"FGL2",1.25451604511738e-286,-2.61246271150243,0.084,0.312,3.11747237211669e-282,"FGL2","Fibroblast"
"NTRK2",1.04622536672867e-281,-2.1901919802653,0.129,0.381,2.59987003632074e-277,"NTRK2","Fibroblast"
"ALDH1A1",9.74617255674228e-278,-2.40533317170319,0.103,0.338,2.42192388035046e-273,"ALDH1A1","Fibroblast"
"RPS26",1.38006302618183e-273,-0.832211066716576,0.888,0.935,3.42945662006185e-269,"RPS26","Fibroblast"
"TMSB4X",2.87908327148663e-270,0.749886340127702,0.995,0.978,7.15452192964429e-266,"TMSB4X","Fibroblast"
"RGS3",9.24909720926678e-269,1.61856646558787,0.589,0.286,2.29840065650279e-264,"RGS3","Fibroblast"
"FTH1",1.93920223801612e-256,1.29456623184259,0.996,0.99,4.81891756147006e-252,"FTH1","Fibroblast"
"PLPP3",2.14806234447268e-255,-1.53691230151855,0.51,0.7,5.33793492601462e-251,"PLPP3","Fibroblast"
"F10",2.43296683275947e-251,-1.9593036529322,0.161,0.407,6.04592257940727e-247,"F10","Fibroblast"
"TNFAIP6",2.48030060868091e-249,2.03490454700769,0.548,0.252,6.16354701257207e-245,"TNFAIP6","Fibroblast"
"WISP1",6.26194966687858e-248,2.22258341528836,0.386,0.1,1.55609449221933e-243,"WISP1","Fibroblast"
"PDPN",1.43617514649324e-246,1.77041856957884,0.519,0.23,3.56889523903569e-242,"PDPN","Fibroblast"
"SPRY1",4.44466804956078e-245,-1.4103652970926,0.279,0.539,1.10450001031585e-240,"SPRY1","Fibroblast"
"MFAP4",4.82928028241574e-244,-1.30191734457664,0.532,0.724,1.20007615018031e-239,"MFAP4","Fibroblast"
"RPLP0",9.36160282293504e-244,0.475673014625565,0.978,0.95,2.32635830149936e-239,"RPLP0","Fibroblast"
"ASPN",2.36704847152118e-242,2.37886473316777,0.55,0.266,5.88211545173012e-238,"ASPN","Fibroblast"
"GFRA1",3.21659910732113e-236,-3.15881080233351,0.027,0.184,7.99324878169301e-232,"GFRA1","Fibroblast"
"TGFBI",1.49718086146306e-233,1.29789088591646,0.755,0.517,3.7204944407357e-229,"TGFBI","Fibroblast"
"GAPDH",1.18942979845619e-231,0.644299813829993,0.977,0.96,2.95573304916364e-227,"GAPDH","Fibroblast"
"SCARA5",2.78067533518891e-229,-2.16616772225507,0.197,0.421,6.90997820794444e-225,"SCARA5","Fibroblast"
"AHNAK",2.53193871730606e-228,-0.888658176496393,0.765,0.848,6.29186771250555e-224,"AHNAK","Fibroblast"
"CRABP1",5.07743473179499e-227,-2.70273710770563,0.038,0.204,1.26174253085105e-222,"CRABP1","Fibroblast"
"SLC39A14",3.468888202418e-221,1.94839608142973,0.444,0.171,8.62018718300874e-217,"SLC39A14","Fibroblast"
"PLAUR",1.58982023262415e-219,1.49057726307951,0.538,0.261,3.95070327807101e-215,"PLAUR","Fibroblast"
"SOD2",1.66815553766872e-219,1.32904951744649,0.798,0.613,4.14536651110676e-215,"SOD2","Fibroblast"
"TPI1",7.72099266953755e-219,0.85109490261939,0.885,0.766,1.91866667838008e-214,"TPI1","Fibroblast"
"NBL1",9.97813534390165e-217,0.985168884792792,0.856,0.683,2.47956663295956e-212,"NBL1","Fibroblast"
"SPHK1",4.81747413503031e-214,1.61881020328155,0.444,0.164,1.19714232255503e-209,"SPHK1","Fibroblast"
"PLOD2",2.70915099489697e-213,1.93783043839206,0.433,0.167,6.73224022231896e-209,"PLOD2","Fibroblast"
"CD81",1.11361747264069e-211,-0.878882791141646,0.908,0.901,2.76733941951211e-207,"CD81","Fibroblast"
"ADIRF",1.08685733615037e-209,-0.675067501284428,0.732,0.87,2.70084048033367e-205,"ADIRF","Fibroblast"
"APOE",2.73575168444077e-209,-1.81686715387471,0.348,0.576,6.79834293583532e-205,"APOE","Fibroblast"
"SLC16A3",9.14753341132482e-208,1.97052364137787,0.402,0.14,2.27316205271422e-203,"SLC16A3","Fibroblast"
"MT-ND4",7.37130367327849e-200,-0.54025337930515,0.995,0.993,1.8317689628097e-195,"MT-ND4","Fibroblast"
"FBLN2",9.82461646642876e-200,-1.13441706476415,0.648,0.744,2.44141719190755e-195,"FBLN2","Fibroblast"
"THBS1",3.7003698385713e-198,1.68831228154896,0.531,0.265,9.19541904884969e-194,"THBS1","Fibroblast"
"RAB31",2.52386685356287e-197,0.977802278824387,0.694,0.421,6.27180913110372e-193,"RAB31","Fibroblast"
"DIO3OS",3.92869787201725e-196,-2.69035321003812,0.043,0.197,9.76281421196286e-192,"DIO3OS","Fibroblast"
"PDLIM7",2.08779002300989e-194,1.21259861232776,0.58,0.311,5.18815820717959e-190,"PDLIM7","Fibroblast"
"COL8A1",1.73023088621365e-193,1.72880847257711,0.38,0.127,4.29962375224092e-189,"COL8A1","Fibroblast"
"EPAS1",1.86138253538693e-192,1.20860344543217,0.573,0.299,4.62553560043653e-188,"EPAS1","Fibroblast"
"CCDC80",1.84554481319756e-191,-0.694155347797317,0.883,0.929,4.58617886079592e-187,"CCDC80","Fibroblast"
"LOXL2",1.05024674855981e-189,1.39964055186109,0.515,0.256,2.60986317017113e-185,"LOXL2","Fibroblast"
"PTMA",4.95933287869547e-189,0.508345356538349,0.992,0.978,1.23239422035583e-184,"PTMA","Fibroblast"
"MT-ND3",8.27639061078181e-189,-0.592814039829253,0.99,0.99,2.05668306677928e-184,"MT-ND3","Fibroblast"
"ACTN1",1.51460584454528e-188,0.990668851031438,0.663,0.402,3.76379552369503e-184,"ACTN1","Fibroblast"
"SERPINH1",9.60495451246832e-188,0.744476742683955,0.848,0.728,2.38683119634838e-183,"SERPINH1","Fibroblast"
"MYOC",2.67282907982168e-186,-4.29168783102025,0.012,0.122,6.64198026335687e-182,"MYOC","Fibroblast"
"TPM2",9.89956173478347e-186,0.962558149872236,0.796,0.604,2.46004109109369e-181,"TPM2","Fibroblast"
"NAMPT",6.14330121097391e-182,1.5306113311493,0.61,0.379,1.52661035092702e-177,"NAMPT","Fibroblast"
"IL11RA",1.32910893074239e-181,-1.73009526478224,0.23,0.432,3.30283569289484e-177,"IL11RA","Fibroblast"
"BCAT1",3.65003601121495e-179,2.22275525972337,0.282,0.065,9.07033948786916e-175,"BCAT1","Fibroblast"
"PKM",1.13060100200204e-178,0.817820426285432,0.857,0.726,2.80954348997507e-174,"PKM","Fibroblast"
"VIT",1.52517091761913e-177,-2.47290721659217,0.058,0.214,3.79004973028353e-173,"VIT","Fibroblast"
"PPL",3.82768192202121e-176,-2.25226968172782,0.11,0.29,9.5117895762227e-172,"PPL","Fibroblast"
"CHI3L2",6.63593891262386e-174,5.18764834425489,0.247,0.048,1.64903081978703e-169,"CHI3L2","Fibroblast"
"CD151",1.25027737448834e-173,0.715183405416796,0.813,0.635,3.10693927560352e-169,"CD151","Fibroblast"
"COL12A1",3.72697523372595e-173,1.15983152247472,0.719,0.524,9.26153345580899e-169,"COL12A1","Fibroblast"
"CNN3",1.674531055056e-169,0.768380093892809,0.851,0.684,4.16120967181415e-165,"CNN3","Fibroblast"
"CTHRC1",6.57446025419599e-169,1.15191038085643,0.668,0.425,1.6337533731677e-164,"CTHRC1","Fibroblast"
"EPHX1",1.4799122951515e-168,-1.35900918922493,0.471,0.611,3.67758205345148e-164,"EPHX1","Fibroblast"
"MYL6",1.75945455083772e-166,0.463162302019342,0.972,0.945,4.37224455883174e-162,"MYL6","Fibroblast"
"LGALS3",2.05404820018036e-164,-0.737882297068771,0.898,0.903,5.10430977744821e-160,"LGALS3","Fibroblast"
"CALU",2.65842096526425e-164,0.661935178903226,0.828,0.685,6.60617609868167e-160,"CALU","Fibroblast"
"SOD3",2.05390710635705e-163,-0.703849711349634,0.745,0.832,5.10395915929726e-159,"SOD3","Fibroblast"
"MYL12A",3.84915805514985e-162,0.653821053384314,0.892,0.788,9.56515776704739e-158,"MYL12A","Fibroblast"
"LRRFIP1",8.78273854756935e-162,1.0163152707129,0.626,0.385,2.18251052907098e-157,"LRRFIP1","Fibroblast"
"PPIB",3.07191529897328e-161,0.54988092832594,0.927,0.885,7.6337095179486e-157,"PPIB","Fibroblast"
"INHBA",7.15241693410532e-161,1.92815262654901,0.43,0.195,1.77737560812517e-156,"INHBA","Fibroblast"
"FXYD1",1.10294300568085e-160,-0.919140675531687,0.496,0.672,2.7408133691169e-156,"FXYD1","Fibroblast"
"ITGB1",5.62588445169072e-160,0.544847325864263,0.915,0.821,1.39803228624514e-155,"ITGB1","Fibroblast"
"CFB",8.51127219798976e-160,2.51149026867369,0.302,0.096,2.11505114120046e-155,"CFB","Fibroblast"
"CTSB",5.01653676118841e-159,0.835901465679394,0.828,0.69,1.24660938515532e-154,"CTSB","Fibroblast"
"LGALS1",6.51786050920958e-159,0.588522616715886,0.982,0.978,1.61968833653858e-154,"LGALS1","Fibroblast"
"MT-CYB",1.12075870913555e-158,-0.621679913062442,0.994,0.994,2.78508539220185e-154,"MT-CYB","Fibroblast"
"FNDC1",7.74990634583865e-158,1.2145779239381,0.494,0.249,1.9258517269409e-153,"FNDC1","Fibroblast"
"NRP2",1.92265871360504e-157,1.20506084307879,0.437,0.196,4.77780690330853e-153,"NRP2","Fibroblast"
"ITIH5",4.04849776151571e-157,-1.99593954568011,0.085,0.249,1.00605169373665e-152,"ITIH5","Fibroblast"
"TCF4",1.37680495221488e-155,-0.82795859962707,0.711,0.814,3.42136030625397e-151,"TCF4","Fibroblast"
"DKK2",3.08294810830339e-155,-3.61377389087262,0.017,0.12,7.66112604913392e-151,"DKK2","Fibroblast"
"SEC61G",5.21231213512671e-155,0.618353048403827,0.838,0.707,1.29525956557899e-150,"SEC61G","Fibroblast"
"FN1",6.74642999309519e-155,0.893968022005181,0.875,0.783,1.67648785328415e-150,"FN1","Fibroblast"
"CIRBP",5.66460622436174e-154,-0.566465585157568,0.877,0.889,1.40765464675389e-149,"CIRBP","Fibroblast"
"CA12",1.54283974865415e-153,1.78805876941321,0.406,0.184,3.83395677540557e-149,"CA12","Fibroblast"
"ENO1",6.34734167516983e-153,0.863791310171787,0.834,0.717,1.5773144062797e-148,"ENO1","Fibroblast"
"RPL27A",1.4408300195879e-152,0.395648075192498,0.969,0.937,3.58046259867593e-148,"RPL27A","Fibroblast"
"STEAP1",6.19190181270818e-151,1.15618334423054,0.521,0.288,1.53868760045798e-146,"STEAP1","Fibroblast"
"TAGLN",1.55081102499892e-150,0.783948014956313,0.654,0.393,3.85376539712232e-146,"TAGLN","Fibroblast"
"RPS4Y1",2.50185055356998e-150,-0.96324978099186,0.188,0.41,6.2170986256214e-146,"RPS4Y1","Fibroblast"
"FGFBP2",1.16039738656414e-149,-3.26806169085563,0.026,0.138,2.88358750561188e-145,"FGFBP2","Fibroblast"
"ZFP36L2",1.18779061403175e-149,-1.02378908658205,0.591,0.701,2.9516596758689e-145,"ZFP36L2","Fibroblast"
"ENAH",3.47764678077001e-148,0.843706679393738,0.657,0.43,8.64195225021346e-144,"ENAH","Fibroblast"
"SLIT3",1.20925904342465e-146,-0.988418712147722,0.544,0.681,3.00500872291027e-142,"SLIT3","Fibroblast"
"CST3",1.23604139291909e-146,-0.619628245548382,0.96,0.961,3.07156286140393e-142,"CST3","Fibroblast"
"MIF",2.48614554761988e-146,0.721422329556064,0.761,0.557,6.17807168583541e-142,"MIF","Fibroblast"
"RPS19",1.06276845646458e-145,0.34583942391656,0.982,0.971,2.64097961431448e-141,"RPS19","Fibroblast"
"CEMIP",1.47994483092386e-144,2.42622426951637,0.259,0.069,3.6776629048458e-140,"CEMIP","Fibroblast"
"PDLIM4",1.01413904038889e-143,1.15598557472966,0.539,0.318,2.5201355153664e-139,"PDLIM4","Fibroblast"
"RUNX2",1.14630935066891e-143,1.78009531895267,0.31,0.107,2.84857873641224e-139,"RUNX2","Fibroblast"
"TMEM208",1.57529115684698e-143,0.867530028977148,0.62,0.408,3.91459852476475e-139,"TMEM208","Fibroblast"
"ITM2B",1.91076058200925e-143,-0.474874864289577,0.954,0.945,4.748240046293e-139,"ITM2B","Fibroblast"
"RAI14",4.00410888650526e-143,1.14145435229793,0.379,0.154,9.95021058296557e-139,"RAI14","Fibroblast"
"PXDN",6.1772538563636e-143,0.868816929727577,0.579,0.333,1.53504758330635e-138,"PXDN","Fibroblast"
"PDK4",1.96975630513319e-142,-1.72998323814913,0.085,0.238,4.89484441825597e-138,"PDK4","Fibroblast"
"CFL1",9.1466071291211e-140,0.506541361877022,0.927,0.864,2.27293187158659e-135,"CFL1","Fibroblast"
"RPS2",4.51958675352821e-139,0.323835036321549,0.988,0.979,1.12311730825176e-134,"RPS2","Fibroblast"
"CHRDL1",5.32140265931446e-139,-2.21246832213748,0.059,0.195,1.32236856083964e-134,"CHRDL1","Fibroblast"
"SFRP4",8.71462619511286e-139,1.05960835095961,0.526,0.301,2.16558460948555e-134,"SFRP4","Fibroblast"
"ACTB",4.01716578813285e-138,0.530530618675368,0.988,0.98,9.98265698351014e-134,"ACTB","Fibroblast"
"KRT16",1.07906169398641e-137,1.34561583658432,0.416,0.201,2.68146830955623e-133,"KRT16","Fibroblast"
"RCAN1",1.20035563352684e-136,2.0123742459679,0.363,0.16,2.98288374931419e-132,"RCAN1","Fibroblast"
"PFN1",4.90845658596544e-136,0.59071545016549,0.903,0.823,1.21975146161241e-131,"PFN1","Fibroblast"
"EMID1",9.79223842494369e-135,-1.97590198650728,0.084,0.23,2.43337124859851e-130,"EMID1","Fibroblast"
"DCLK1",4.05871124158343e-133,-1.63012642330526,0.184,0.354,1.00858974353348e-128,"DCLK1","Fibroblast"
"CHI3L1",4.26264246880872e-133,2.74583584876939,0.303,0.111,1.05926665349897e-128,"CHI3L1","Fibroblast"
"C12orf75",8.73082636319114e-133,1.14477173526484,0.445,0.218,2.169610351253e-128,"C12orf75","Fibroblast"
"PTN",9.39050306180961e-133,-1.3675820213542,0.243,0.416,2.33354001085969e-128,"PTN","Fibroblast"
"ATP5F1E",1.07767014112852e-132,0.356202640099405,0.938,0.891,2.67801030070436e-128,"ATP5F1E","Fibroblast"
"MT-CO3",2.49252850332371e-132,-0.46379468150822,0.997,0.998,6.19393333075942e-128,"MT-CO3","Fibroblast"
"RPL13A",5.11637172640622e-132,0.336064806814474,0.988,0.98,1.27141837401195e-127,"RPL13A","Fibroblast"
"LMCD1",2.16638999356218e-131,1.24779206414278,0.474,0.263,5.38347913400202e-127,"LMCD1","Fibroblast"
"HSPB1",3.03996933600015e-130,0.467280137165637,0.928,0.864,7.55432379996038e-126,"HSPB1","Fibroblast"
"RAMP2",9.12407471811742e-130,-2.08514683333638,0.085,0.227,2.26733256745218e-125,"RAMP2","Fibroblast"
"TAGLN2",4.17167254833639e-129,0.507893879387278,0.9,0.789,1.03666062826159e-124,"TAGLN2","Fibroblast"
"CRISPLD2",8.65534155238377e-129,0.755756984167779,0.638,0.392,2.15085237576737e-124,"CRISPLD2","Fibroblast"
"CD34",6.68403167108297e-128,-1.56867769979511,0.102,0.255,1.66098187026412e-123,"CD34","Fibroblast"
"CHPF",6.94728940203641e-128,1.00357947390249,0.487,0.263,1.72640141640605e-123,"CHPF","Fibroblast"
"CFH",7.89648189630958e-128,-0.748561615129662,0.707,0.772,1.96227575123293e-123,"CFH","Fibroblast"
"SERPINA5",1.68149904407834e-127,-3.3021510372822,0.016,0.103,4.17852512453468e-123,"SERPINA5","Fibroblast"
"FHL2",3.07425607714123e-127,0.779705104300175,0.549,0.296,7.63952635169597e-123,"FHL2","Fibroblast"
"NFIX",1.25599632151917e-126,-0.893588360225792,0.514,0.646,3.12115085897514e-122,"NFIX","Fibroblast"
"MATN2",3.91480336565315e-126,-1.98207705671785,0.091,0.234,9.72828636364808e-122,"MATN2","Fibroblast"
"TIMP1",2.17430889186829e-125,1.3874662612096,0.962,0.932,5.40315759629271e-121,"TIMP1","Fibroblast"
"SERPINE1",6.3818889894458e-125,2.46351036428027,0.285,0.103,1.58589941387728e-120,"SERPINE1","Fibroblast"
"COTL1",5.68029748055765e-124,1.38981943041792,0.387,0.185,1.41155392391858e-119,"COTL1","Fibroblast"
"SERF2",7.75038050845628e-124,0.332102481577584,0.978,0.965,1.92596955635139e-119,"SERF2","Fibroblast"
"CAPZB",1.66507519856573e-123,0.534606967136839,0.852,0.736,4.13771186843585e-119,"CAPZB","Fibroblast"
"COX7A2",4.82544751616215e-123,0.540733058831345,0.852,0.731,1.19912370776629e-118,"COX7A2","Fibroblast"
"PLAC9",6.12094269426707e-123,-0.54701901298182,0.78,0.835,1.52105425952537e-118,"PLAC9","Fibroblast"
"LRRC59",8.52564336518427e-123,0.909542141827323,0.486,0.27,2.11862237624829e-118,"LRRC59","Fibroblast"
"LDHA",2.64626474068352e-122,0.595515928263129,0.934,0.85,6.57596788059856e-118,"LDHA","Fibroblast"
"NDUFS5",9.15248126780908e-122,0.473787215068815,0.874,0.761,2.27439159505056e-117,"NDUFS5","Fibroblast"
"AP2S1",1.46819833606307e-121,0.621085269347199,0.747,0.584,3.64847286511674e-117,"AP2S1","Fibroblast"
"ITM2A",1.1645955996345e-120,-2.18465297769135,0.061,0.186,2.89402006509173e-116,"ITM2A","Fibroblast"
"MYDGF",3.76645672962843e-120,0.637253153443154,0.766,0.635,9.35964497312665e-116,"MYDGF","Fibroblast"
"GLIPR1",1.52765352422564e-119,1.00005879020375,0.421,0.209,3.79621900770072e-115,"GLIPR1","Fibroblast"
"ANK2",8.18978350354682e-119,-1.46352367342873,0.248,0.408,2.03516120063138e-114,"ANK2","Fibroblast"
"DCN",1.28543675013662e-118,-0.585099159953405,0.919,0.925,3.19431032408951e-114,"DCN","Fibroblast"
"ZBTB20",1.76753839551538e-118,-0.72222276314368,0.702,0.773,4.39233291285572e-114,"ZBTB20","Fibroblast"
"ABI3BP",2.29953880453045e-117,-1.5142052083948,0.397,0.519,5.71435392925817e-113,"ABI3BP","Fibroblast"
"SURF4",7.85721465678536e-117,0.763490909152451,0.636,0.457,1.95251784221116e-112,"SURF4","Fibroblast"
"TBX18",1.1614279989569e-116,-1.9877382806791,0.087,0.22,2.88614857740791e-112,"TBX18","Fibroblast"
"CRLF1",6.16215484095189e-116,-1.63208700143967,0.254,0.408,1.53129547797655e-111,"CRLF1","Fibroblast"
"EIF4A1",2.87767204346899e-115,0.583826157028413,0.758,0.578,7.15101502802044e-111,"EIF4A1","Fibroblast"
"FAM184A",3.33775519829688e-115,-2.28083818072593,0.033,0.135,8.29432166776774e-111,"FAM184A","Fibroblast"
"C4orf48",1.65095699077256e-114,0.712442791618922,0.481,0.254,4.10262812206981e-110,"C4orf48","Fibroblast"
"SERPING1",1.76563077082364e-114,-0.408528528966251,0.898,0.908,4.38759246549674e-110,"SERPING1","Fibroblast"
"IER3",2.31437208860114e-114,1.0675150210905,0.735,0.556,5.75121464017383e-110,"IER3","Fibroblast"
"C1QTNF1",2.51796964468339e-114,0.83940071542639,0.412,0.197,6.25715456703824e-110,"C1QTNF1","Fibroblast"
"IFITM3",5.82585604211971e-114,0.370526800629357,0.978,0.964,1.44772522646675e-109,"IFITM3","Fibroblast"
"ADD3",1.36385019154946e-113,-1.27345241613474,0.374,0.498,3.38916772600041e-109,"ADD3","Fibroblast"
"KRT17",8.48449869310854e-113,1.76866991862321,0.273,0.104,2.10839792523747e-108,"KRT17","Fibroblast"
"PLEKHH2",2.37112719603043e-112,-1.29730626032005,0.212,0.375,5.89225108213562e-108,"PLEKHH2","Fibroblast"
"MMP14",2.11610288413636e-111,0.757614072777597,0.674,0.491,5.25851566707884e-107,"MMP14","Fibroblast"
"POMP",4.20939540818816e-111,0.513466059162334,0.819,0.676,1.04603475893476e-106,"POMP","Fibroblast"
"FOXP1",1.59760608645204e-110,0.701634780697231,0.603,0.384,3.97005112483331e-106,"FOXP1","Fibroblast"
"QSOX1",1.79288408745165e-109,1.21892048323783,0.486,0.292,4.45531695731734e-105,"QSOX1","Fibroblast"
"MMP3",1.07922987157415e-108,6.99810591773578,0.124,0.007,2.68188623086177e-104,"MMP3","Fibroblast"
"P4HA3",2.28889912449887e-108,1.33741700136865,0.329,0.145,5.6879143243797e-104,"P4HA3","Fibroblast"
"SNRPG",4.93830134172921e-108,0.577858881231599,0.709,0.514,1.22716788341971e-103,"SNRPG","Fibroblast"
"ABCA6",6.86921650024847e-108,-1.37501643645567,0.134,0.283,1.70700030031174e-103,"ABCA6","Fibroblast"
"S100A9",1.29439683159833e-107,1.65819663853495,0.314,0.138,3.21657612652184e-103,"S100A9","Fibroblast"
"MT2A",2.94980113175752e-107,1.12560484288156,0.85,0.75,7.33025581241744e-103,"MT2A","Fibroblast"
"CYTOR",3.33498963406245e-107,0.749532692499283,0.541,0.318,8.2874492406452e-103,"CYTOR","Fibroblast"
"SELENOS",4.35021189440575e-107,0.616603994927325,0.735,0.552,1.08102765575983e-102,"SELENOS","Fibroblast"
"HSPH1",4.87577432782827e-107,1.18507065821468,0.486,0.294,1.21162992046533e-102,"HSPH1","Fibroblast"
"COL11A1",7.8803343547063e-107,1.47555807429867,0.186,0.043,1.95826308714452e-102,"COL11A1","Fibroblast"
"NME1",5.07848048767243e-106,0.845848938714183,0.523,0.326,1.2620024011866e-101,"NME1","Fibroblast"
"P4HB",5.95578097542156e-106,0.477564866029332,0.864,0.787,1.48001157239226e-101,"P4HB","Fibroblast"
"EDNRB",7.75492810892625e-106,-1.46588147513813,0.128,0.272,1.92709963506817e-101,"EDNRB","Fibroblast"
"CD9",9.21521867324955e-106,-0.595720074416109,0.769,0.818,2.28998184030251e-101,"CD9","Fibroblast"
"CMIP",2.20836721014935e-105,1.33213183487608,0.261,0.093,5.48779251722112e-101,"CMIP","Fibroblast"
"NOVA1",7.51020991495121e-105,-1.59677067313952,0.18,0.324,1.86628716386538e-100,"NOVA1","Fibroblast"
"HAS1",1.98138546971003e-104,2.63058143687817,0.182,0.044,4.92374289222942e-100,"HAS1","Fibroblast"
"LDB2",5.55827173796551e-104,-1.72981296632652,0.1,0.232,1.38123052688443e-99,"LDB2","Fibroblast"
"CSGALNACT1",7.3708310306167e-104,0.76139124053505,0.556,0.343,1.83165151110825e-99,"CSGALNACT1","Fibroblast"
"CEP126",4.23663725433236e-103,-1.53501240341797,0.155,0.298,1.05280435770159e-98,"CEP126","Fibroblast"
"C3",5.66880442275968e-103,-1.23881043361803,0.28,0.434,1.40869789905578e-98,"C3","Fibroblast"
"ATP6V0B",6.0056746645997e-103,0.675543376153599,0.673,0.503,1.49241015415302e-98,"ATP6V0B","Fibroblast"
"SAT1",6.66888812349327e-103,0.93453249247592,0.791,0.64,1.65721869868808e-98,"SAT1","Fibroblast"
"HAPLN3",7.00937904570143e-103,0.932215157346197,0.333,0.146,1.7418306928568e-98,"HAPLN3","Fibroblast"
"CAT",9.12048871237321e-103,-1.26750981522564,0.284,0.427,2.26644144502474e-98,"CAT","Fibroblast"
"ANGPTL2",1.28789729541918e-102,0.569587570358099,0.817,0.664,3.20042477911667e-98,"ANGPTL2","Fibroblast"
"PRELID1",1.52921228539091e-101,0.580915794359282,0.738,0.586,3.80009252919641e-97,"PRELID1","Fibroblast"
"SMIM3",2.75908005518958e-101,1.03840917579438,0.377,0.187,6.85631393714611e-97,"SMIM3","Fibroblast"
"MT-CO1",5.32929337089745e-101,-0.307609395903641,0.996,0.995,1.32432940266802e-96,"MT-CO1","Fibroblast"
"RAB13",1.90852911337133e-100,0.552307268043785,0.804,0.642,4.74269484672774e-96,"RAB13","Fibroblast"
"SNHG8",7.28000644068092e-100,-0.946914337475108,0.529,0.619,1.80908160050921e-95,"SNHG8","Fibroblast"
"BNC2",1.52197609073944e-99,0.983280110442153,0.415,0.225,3.78211058548751e-95,"BNC2","Fibroblast"
"RUNX1",2.40670586212465e-99,0.69699102659948,0.534,0.325,5.98066406737976e-95,"RUNX1","Fibroblast"
"CDON",2.43571158529432e-99,-1.94650255510943,0.077,0.195,6.05274328945638e-95,"CDON","Fibroblast"
"B4GALT1",2.79451819650229e-99,0.82459986768987,0.566,0.358,6.94437771830818e-95,"B4GALT1","Fibroblast"
"ADAMTS2",3.8252525404044e-99,0.611135283177744,0.571,0.352,9.50575256290493e-95,"ADAMTS2","Fibroblast"
"LAMA2",7.64082639821046e-99,-1.29392309411092,0.259,0.405,1.8987453599553e-94,"LAMA2","Fibroblast"
"ACSL4",1.59988375227732e-98,1.61458954810682,0.333,0.159,3.97571112440915e-94,"ACSL4","Fibroblast"
"TUBA1C",3.87718185975434e-98,0.760821834663338,0.551,0.355,9.63479692148953e-94,"TUBA1C","Fibroblast"
"CXCL12",4.42537492113528e-98,-0.836721795358896,0.706,0.768,1.09970566790212e-93,"CXCL12","Fibroblast"
"NEXN",2.3612039547127e-97,0.942861516728873,0.411,0.215,5.86759182746106e-93,"NEXN","Fibroblast"
"SLIT2",2.70218175619858e-97,-1.87504317019732,0.139,0.267,6.71492166415348e-93,"SLIT2","Fibroblast"
"PSMA7",6.66759992614991e-97,0.433687908166536,0.873,0.792,1.65689858164825e-92,"PSMA7","Fibroblast"
"CP",9.76131521631072e-97,-2.22211195671554,0.047,0.148,2.42568683125321e-92,"CP","Fibroblast"
"MT-ATP6",1.69865275036868e-96,-0.45390236427433,0.995,0.996,4.22115208466617e-92,"MT-ATP6","Fibroblast"
"NEAT1",1.81931563271735e-96,0.474976010441628,0.985,0.967,4.52099934730262e-92,"NEAT1","Fibroblast"
"ZFP36L1",9.84959065721006e-96,-0.546603666686508,0.838,0.881,2.4476232783167e-91,"ZFP36L1","Fibroblast"
"GPNMB",4.0305908025464e-95,-0.693062381842397,0.663,0.738,1.00160181443278e-90,"GPNMB","Fibroblast"
"YBX1",4.20887877832522e-95,0.333186212169495,0.935,0.898,1.04590637641382e-90,"YBX1","Fibroblast"
"CYBRD1",4.7063169061951e-95,-0.709808244865918,0.621,0.687,1.16951975118948e-90,"CYBRD1","Fibroblast"
"NT5DC2",5.14825116075185e-95,0.890389736633732,0.425,0.238,1.27934041344683e-90,"NT5DC2","Fibroblast"
"CSRP2",8.42583547075854e-95,0.890488361797326,0.467,0.272,2.0938201144835e-90,"CSRP2","Fibroblast"
"SEC61B",1.11451352700834e-94,0.412820125237361,0.867,0.781,2.76956611461572e-90,"SEC61B","Fibroblast"
