"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
"RPS4Y1",6.15983766495042e-247,-5.42036418367106,0.014,0.759,1.53071965974018e-242,"RPS4Y1","Macrophage"
"XIST",1.17917042024071e-214,5.46321533011668,0.642,0.011,2.93023849429816e-210,"XIST","Macrophage"
"FCGRT",1.97994221310117e-182,-1.57243790300196,0.744,0.972,4.92015639955642e-178,"FCGRT","Macrophage"
"SELENOP",1.59185320181804e-180,-1.73899336975201,0.562,0.958,3.95575520651782e-176,"SELENOP","Macrophage"
"S100A9",1.24336705551942e-175,4.03012095178085,0.806,0.355,3.08976713296577e-171,"S100A9","Macrophage"
"CST3",1.25006506377552e-170,-1.22353102809944,0.948,0.995,3.10641168348217e-166,"CST3","Macrophage"
"A2M",1.30391848057447e-168,-2.5522767234999,0.228,0.808,3.24023742422756e-164,"A2M","Macrophage"
"GNAS",3.02637624453389e-159,-1.2909778910843,0.69,0.958,7.52054496766671e-155,"GNAS","Macrophage"
"FOLR2",3.77421587729384e-144,-1.48980577281707,0.518,0.927,9.37892645507519e-140,"FOLR2","Macrophage"
"S100A8",1.14502975980568e-141,5.31846575851803,0.532,0.057,2.84539895311711e-137,"S100A8","Macrophage"
"TYMP",1.18198916953604e-139,2.74279472523044,0.825,0.605,2.93724308629705e-135,"TYMP","Macrophage"
"LYZ",1.26960721378958e-138,2.60490796542015,0.9,0.82,3.15497392626712e-134,"LYZ","Macrophage"
"HLA-DQA2",3.03391867909845e-137,-4.56450868850849,0.014,0.504,7.53928791755965e-133,"HLA-DQA2","Macrophage"
"MT-ND1",4.04277336450766e-137,-0.883050941280448,0.954,0.991,1.00462918108015e-132,"MT-ND1","Macrophage"
"GYPC",1.97935473346746e-136,-1.94710459840337,0.288,0.804,4.91869651266665e-132,"GYPC","Macrophage"
"DDX3Y",2.38689686411464e-134,-5.47962787817534,0.008,0.484,5.93143870732489e-130,"DDX3Y","Macrophage"
"ABCA6",3.82784371868569e-134,-3.17744538650163,0.076,0.599,9.51219164093394e-130,"ABCA6","Macrophage"
"MAF",4.10466198501041e-134,-1.51428422837102,0.524,0.916,1.02000850327509e-129,"MAF","Macrophage"
"HLA-DRB1",3.65605667313406e-133,1.34042099136022,0.972,0.925,9.08530083273813e-129,"HLA-DRB1","Macrophage"
"LYVE1",7.21395987497392e-129,-1.93557776712441,0.297,0.814,1.79266902893102e-124,"LYVE1","Macrophage"
"SRGN",1.72205416589191e-123,1.60780446509156,0.942,0.897,4.27930460224139e-119,"SRGN","Macrophage"
"LTC4S",2.56510669664574e-120,-2.07375120079758,0.194,0.715,6.37429014116467e-116,"LTC4S","Macrophage"
"RNASE1",5.24008822603659e-120,-1.31392438082044,0.777,0.968,1.30216192417009e-115,"RNASE1","Macrophage"
"DAB2",1.14209027288801e-119,-1.34310986974485,0.605,0.932,2.8380943281267e-115,"DAB2","Macrophage"
"STAB1",5.47164796995591e-118,-1.33117906285439,0.587,0.924,1.35970452053404e-113,"STAB1","Macrophage"
"WWP1",2.43527472847543e-117,-2.04020236872811,0.198,0.7,6.05165770026143e-113,"WWP1","Macrophage"
"HPGDS",1.24809494146929e-116,-2.27835414301942,0.111,0.616,3.1015159295512e-112,"HPGDS","Macrophage"
"MT-CYB",3.13118500757058e-115,-0.841621991259365,0.954,0.989,7.78099474381289e-111,"MT-CYB","Macrophage"
"EGFL7",3.85750077186629e-114,-2.90536211817976,0.072,0.542,9.58588941808773e-110,"EGFL7","Macrophage"
"SLC40A1",3.21194226697822e-112,-1.54474665432664,0.379,0.865,7.98167653344087e-108,"SLC40A1","Macrophage"
"PEPD",2.99840651126959e-108,-2.07268262662141,0.28,0.739,7.45104018050492e-104,"PEPD","Macrophage"
"MRC1",4.75942605803422e-108,-1.23815701104308,0.552,0.909,1.1827173754215e-103,"MRC1","Macrophage"
"BLVRB",1.0990328321316e-107,-1.24104413486702,0.61,0.909,2.73109658784703e-103,"BLVRB","Macrophage"
"C1QA",4.30340976989614e-107,-1.09565696047469,0.664,0.971,1.06939732781919e-102,"C1QA","Macrophage"
"VSIG4",6.83489804830014e-107,-1.47403356354453,0.397,0.855,1.69847216500258e-102,"VSIG4","Macrophage"
"MT-ATP6",2.30289730230574e-106,-0.782394536529385,0.954,0.989,5.72269979622977e-102,"MT-ATP6","Macrophage"
"COLEC12",4.54555076635811e-106,-1.55670514545452,0.315,0.799,1.12956936543999e-101,"COLEC12","Macrophage"
"KLF4",4.17037577075032e-105,-1.80357605482024,0.378,0.802,1.03633837903145e-100,"KLF4","Macrophage"
"JUN",5.04626674494186e-105,-1.26969872292863,0.788,0.948,1.25399728611805e-100,"JUN","Macrophage"
"MAN1A1",1.02765435220972e-103,-1.97940526201554,0.245,0.707,2.55372106524115e-99,"MAN1A1","Macrophage"
"TSPAN4",1.6427324503564e-103,-1.46176773875032,0.319,0.788,4.08219013913565e-99,"TSPAN4","Macrophage"
"ITSN1",1.95285401011691e-103,-2.03381434392782,0.183,0.651,4.85284221514053e-99,"ITSN1","Macrophage"
"VCAN",6.56614734992944e-103,4.04664837422468,0.507,0.113,1.63168761645747e-98,"VCAN","Macrophage"
"TMSB10",8.50767162201917e-99,0.832689256937414,0.988,0.997,2.11415639807176e-94,"TMSB10","Macrophage"
"KLF2",6.42240738222538e-98,-1.85211449100292,0.467,0.826,1.59596823448301e-93,"KLF2","Macrophage"
"LILRB5",8.41174405140979e-98,-1.34884715808782,0.387,0.841,2.09031839677533e-93,"LILRB5","Macrophage"
"RPL7A",7.39727449866622e-97,-0.757179387486815,0.835,0.981,1.83822271291856e-92,"RPL7A","Macrophage"
"ARHGAP5",2.06491418333979e-95,-2.09393723181019,0.159,0.604,5.13131174559938e-91,"ARHGAP5","Macrophage"
"HRH1",3.02454839711351e-95,-2.33179185541435,0.131,0.569,7.51600276682707e-91,"HRH1","Macrophage"
"BCAT1",6.98339495415843e-95,-1.8490824802903,0.182,0.628,1.73537364610837e-90,"BCAT1","Macrophage"
"GPR34",2.05597186258711e-94,-1.47713029193122,0.282,0.749,5.10909007852896e-90,"GPR34","Macrophage"
"DUSP6",8.91427696353638e-94,-1.46600059203578,0.385,0.813,2.21519782543879e-89,"DUSP6","Macrophage"
"SIGLEC1",6.64449469186669e-92,-1.67258087115964,0.199,0.652,1.65115693092887e-87,"SIGLEC1","Macrophage"
"SCN9A",9.70953560720247e-92,-2.26159005421641,0.092,0.511,2.41281959838981e-87,"SCN9A","Macrophage"
"FOSB",1.36983276094222e-91,-1.46633728178724,0.589,0.887,3.40403441094142e-87,"FOSB","Macrophage"
"MYADM",3.91695094623941e-91,-1.62186054062877,0.316,0.75,9.73362310140492e-87,"MYADM","Macrophage"
"CD300E",1.7955958899066e-90,5.61187410398058,0.346,0.023,4.46205578641791e-86,"CD300E","Macrophage"
"LGMN",8.17468548991205e-89,-1.03089983527574,0.66,0.937,2.03140934424315e-84,"LGMN","Macrophage"
"AHNAK",1.72306111697692e-87,-1.15609229836631,0.682,0.932,4.28180687568765e-83,"AHNAK","Macrophage"
"ATP5F1E",1.82814919652489e-87,0.928723477881293,0.93,0.945,4.54295075336434e-83,"ATP5F1E","Macrophage"
"CD44",4.32841435407949e-86,1.67560428220613,0.824,0.721,1.07561096698875e-81,"CD44","Macrophage"
"C15orf48",3.06665793336678e-84,4.99571711681545,0.356,0.037,7.62064496441646e-80,"C15orf48","Macrophage"
"ADAP2",2.37700878983787e-83,-1.24464394182987,0.404,0.825,5.9068668427471e-79,"ADAP2","Macrophage"
"HLA-DRA",3.16798559222395e-82,0.990999383561809,0.975,0.948,7.87244419667651e-78,"HLA-DRA","Macrophage"
"GAS6",1.36962646488212e-81,-1.30099742903423,0.371,0.79,3.40352176523208e-77,"GAS6","Macrophage"
"WASF2",2.82591017466484e-81,-1.23346879719083,0.354,0.787,7.02238678404213e-77,"WASF2","Macrophage"
"FUCA1",4.79871167102088e-81,-1.53863512767772,0.248,0.67,1.19247985024869e-76,"FUCA1","Macrophage"
"TIMP1",1.94269532857478e-80,2.71034526622443,0.84,0.778,4.82759789150832e-76,"TIMP1","Macrophage"
"FILIP1L",9.27198883571824e-80,-1.98622255640897,0.156,0.555,2.30408922567598e-75,"FILIP1L","Macrophage"
"STMN1",1.38037769865223e-78,-1.74975076784326,0.171,0.574,3.43023858115078e-74,"STMN1","Macrophage"
"SAT1",1.2323861960421e-76,1.19855542559855,0.958,0.958,3.06247969716463e-72,"SAT1","Macrophage"
"NRP1",2.73878959116815e-76,-1.22704643476637,0.373,0.783,6.80589213405285e-72,"NRP1","Macrophage"
"KLF6",7.9820890158615e-76,-1.07103269602478,0.786,0.943,1.98354912044158e-71,"KLF6","Macrophage"
"MS4A4A",3.75715211981626e-75,-1.0245950398388,0.506,0.872,9.33652301774341e-71,"MS4A4A","Macrophage"
"TTN",5.36761028971494e-75,-3.47662290142619,0.033,0.356,1.33385115699416e-70,"TTN","Macrophage"
"IGF1",8.23012093724731e-75,-1.67940883468274,0.185,0.59,2.04518505290596e-70,"IGF1","Macrophage"
"RPLP2",1.08372834421397e-74,0.958392607291061,0.945,0.973,2.69306493537171e-70,"RPLP2","Macrophage"
"FGFR1",5.70381343053883e-74,-2.0684411991149,0.089,0.448,1.4173976374889e-69,"FGFR1","Macrophage"
"SEMA4A",1.02472731435466e-73,-1.73951301798805,0.207,0.585,2.54644737617133e-69,"SEMA4A","Macrophage"
"PLD3",2.41468477604645e-72,-1.03555442115967,0.539,0.882,6.00049166847543e-68,"PLD3","Macrophage"
"EMB",1.40939420279054e-71,-1.19562568090746,0.394,0.791,3.50234459393448e-67,"EMB","Macrophage"
"SGMS1",6.36380943697138e-71,-1.64789320318152,0.155,0.543,1.58140664508739e-66,"SGMS1","Macrophage"
"LGALS1",1.04722467846013e-70,1.26940910848209,0.928,0.874,2.60235332597342e-66,"LGALS1","Macrophage"
"DNM1",1.27930794149302e-70,-2.58147387835689,0.058,0.389,3.17908023461015e-66,"DNM1","Macrophage"
"FRMD4B",1.83237824222055e-70,-1.0411216527744,0.43,0.823,4.55345993191808e-66,"FRMD4B","Macrophage"
"HLA-DQB1",4.23693620463201e-70,1.0617905208661,0.893,0.773,1.05287864685105e-65,"HLA-DQB1","Macrophage"
"GATM",4.48657452434071e-70,-1.62945073158682,0.161,0.545,1.11491376929867e-65,"GATM","Macrophage"
"LGI2",1.32508591804782e-69,-3.02074471432854,0.031,0.337,3.29283850634883e-65,"LGI2","Macrophage"
"MT-CO3",2.65708735509068e-69,-0.60258231632021,0.97,0.992,6.60286207740033e-65,"MT-CO3","Macrophage"
"CFD",3.34819999794894e-69,-0.789199763499206,0.632,0.936,8.32027699490312e-65,"CFD","Macrophage"
"RPL27A",5.05555029472151e-68,1.04582242775258,0.907,0.942,1.25630424823829e-63,"RPL27A","Macrophage"
"ZFP36L2",1.3264701818376e-67,-1.04483137074125,0.476,0.854,3.29627840186645e-63,"ZFP36L2","Macrophage"
"TSC22D3",1.74100978750592e-67,-1.09659489567623,0.377,0.765,4.3264093219522e-63,"TSC22D3","Macrophage"
"EIF3D",1.86061359434483e-67,-1.21310992429851,0.264,0.66,4.62362478194691e-63,"EIF3D","Macrophage"
"PER3",1.94051396647264e-67,-2.0205566966667,0.072,0.407,4.8221772066845e-63,"PER3","Macrophage"
"EREG",6.00306089324426e-67,7.22016390382901,0.246,0.008,1.4917606319712e-62,"EREG","Macrophage"
"SESN1",1.55417861236889e-66,-2.27717402679577,0.085,0.417,3.86213385173669e-62,"SESN1","Macrophage"
"WLS",1.75807514075266e-66,-2.02519006943022,0.095,0.434,4.36881672477036e-62,"WLS","Macrophage"
"TNS1",2.48961517796998e-66,-1.51437545810335,0.173,0.553,6.1866937172554e-62,"TNS1","Macrophage"
"MT-ND4",3.52127249516253e-66,-0.560798178185171,0.962,0.987,8.75036215047889e-62,"MT-ND4","Macrophage"
"IQGAP2",1.06058999923306e-65,-1.09815015314583,0.417,0.798,2.63556614809416e-61,"IQGAP2","Macrophage"
"FTH1",1.16715295135747e-65,0.875539035003362,0.999,0.997,2.90037508412331e-61,"FTH1","Macrophage"
"S100A11",4.2292655151517e-65,0.916637340084955,0.932,0.941,1.0509724805152e-60,"S100A11","Macrophage"
"CD99",4.35585739305534e-65,-0.864196412107634,0.697,0.936,1.08243056217425e-60,"CD99","Macrophage"
"PDK4",5.8190315865929e-65,-1.92870861589218,0.154,0.507,1.44602934926834e-60,"PDK4","Macrophage"
"FOS",1.2944643083711e-64,-0.961133407526401,0.855,0.952,3.21674380630219e-60,"FOS","Macrophage"
"CTSC",2.33453906368212e-64,-1.13086306450779,0.613,0.898,5.80132957325007e-60,"CTSC","Macrophage"
"TUBA1B",3.52158331028342e-64,-0.927155049754962,0.715,0.929,8.7511345260543e-60,"TUBA1B","Macrophage"
"NR3C1",4.70941246691017e-64,-1.2498827384479,0.216,0.605,1.17028899802718e-59,"NR3C1","Macrophage"
"MYO5A",1.52051880257739e-63,-1.19424250571244,0.259,0.653,3.77848922440482e-59,"MYO5A","Macrophage"
"PLTP",2.67659377026301e-63,-0.860239796473251,0.587,0.936,6.65133551910358e-59,"PLTP","Macrophage"
"HLA-DPB1",4.68449541034945e-63,0.934498589430646,0.913,0.845,1.16409710947184e-58,"HLA-DPB1","Macrophage"
"RPL31",6.77414586328671e-63,1.6201104894658,0.776,0.719,1.68337524702675e-58,"RPL31","Macrophage"
"FCGR1A",3.1094547983534e-62,2.64922039053469,0.387,0.102,7.7269951739082e-58,"FCGR1A","Macrophage"
"AES",3.97418504845492e-62,-1.02394915866535,0.368,0.76,9.87584984541048e-58,"AES","Macrophage"
"C20orf27",7.9577221289682e-62,-2.12857260052847,0.086,0.399,1.9774939490486e-57,"C20orf27","Macrophage"
"FAM13A",1.23927273623354e-61,-1.9403029967783,0.095,0.417,3.07959274954034e-57,"FAM13A","Macrophage"
"CSF1R",2.23188917574614e-61,-0.910619403981026,0.585,0.877,5.54624460172916e-57,"CSF1R","Macrophage"
"MAMDC2",5.78502182239744e-61,-1.28317983331005,0.231,0.621,1.43757792286576e-56,"MAMDC2","Macrophage"
"SNX6",1.14074872874026e-60,-0.929252176478472,0.525,0.852,2.83476059091956e-56,"SNX6","Macrophage"
"MS4A7",1.79097827620377e-60,-0.935370205672046,0.66,0.909,4.45058101636637e-56,"MS4A7","Macrophage"
"PLA2G16",2.20620970562363e-60,-1.53877086387227,0.133,0.481,5.48243111847471e-56,"PLA2G16","Macrophage"
"VMO1",4.59264822134711e-60,3.34087878736287,0.443,0.167,1.14127308300476e-55,"VMO1","Macrophage"
"RPL3",8.17569223285809e-60,-0.58094613758998,0.842,0.979,2.03165951986523e-55,"RPL3","Macrophage"
"SERPINA1",8.80596661543481e-60,3.66701299851022,0.338,0.075,2.18828270393555e-55,"SERPINA1","Macrophage"
"SCN1B",1.33064457051584e-59,-1.92412836024206,0.087,0.396,3.30665175773185e-55,"SCN1B","Macrophage"
"P2RY14",1.50178527220306e-59,-1.62898999108043,0.078,0.4,3.7319364014246e-55,"P2RY14","Macrophage"
"F13A1",1.55402105005238e-59,-0.875107737589931,0.618,0.905,3.86174230938016e-55,"F13A1","Macrophage"
"RPL5",3.6403613285976e-59,-0.670982311113583,0.773,0.957,9.04629790156503e-55,"RPL5","Macrophage"
"PELI1",6.77759964294546e-59,-1.61094405834472,0.166,0.507,1.68423351127195e-54,"PELI1","Macrophage"
"C1QB",3.60113150554361e-58,-0.764545086724999,0.631,0.955,8.94881179127587e-54,"C1QB","Macrophage"
"FSCN1",7.01159736522994e-58,-1.92632360506667,0.089,0.395,1.74238194525964e-53,"FSCN1","Macrophage"
"CHID1",7.90349891552202e-58,-1.45912163099046,0.137,0.472,1.96401948050722e-53,"CHID1","Macrophage"
"SLC11A1",8.55756300533379e-58,2.97277160452448,0.386,0.11,2.12655440682545e-53,"SLC11A1","Macrophage"
"DST",9.33364189775923e-58,-1.33029676417215,0.177,0.526,2.31941001159317e-53,"DST","Macrophage"
"PPP1R14B",1.27605045941715e-57,-1.32596409958049,0.195,0.549,3.17098539165163e-53,"PPP1R14B","Macrophage"
"MXD4",1.64779047750492e-57,-1.45928592464845,0.156,0.5,4.09475933659973e-53,"MXD4","Macrophage"
"BCL2A1",2.41096555110134e-57,3.01623284476992,0.435,0.157,5.99124939448683e-53,"BCL2A1","Macrophage"
"EEF1B2",1.05392516920385e-56,-0.770431624413082,0.632,0.903,2.61900404547158e-52,"EEF1B2","Macrophage"
"GNG2",2.64207161354616e-56,-1.25064525765503,0.172,0.522,6.56554795966222e-52,"GNG2","Macrophage"
"VEGFB",2.94375058921895e-56,-1.59292560255468,0.146,0.472,7.31522021420909e-52,"VEGFB","Macrophage"
"RNF150",4.49686620217366e-56,-2.5209130007269,0.038,0.302,1.11747125124015e-51,"RNF150","Macrophage"
"CRYL1",6.07588452348533e-56,-1.5358481213498,0.158,0.489,1.5098573040861e-51,"CRYL1","Macrophage"
"ITGB5",1.03290847349368e-55,-1.4838114242296,0.141,0.472,2.56677755663179e-51,"ITGB5","Macrophage"
"MAFB",3.48695850508256e-55,-0.703419134461259,0.678,0.916,8.66509188513016e-51,"MAFB","Macrophage"
"PEBP1",3.61253721399502e-55,-1.03084425087273,0.365,0.734,8.97715497677761e-51,"PEBP1","Macrophage"
"C20orf194",7.20579819244635e-55,-1.38813524307068,0.153,0.482,1.79064085082292e-50,"C20orf194","Macrophage"
"NFIA",1.03926730772424e-54,-2.00381465701208,0.073,0.365,2.58257925969473e-50,"NFIA","Macrophage"
"NR1D2",3.32131059247086e-54,-1.68049172502837,0.113,0.422,8.25345682229009e-50,"NR1D2","Macrophage"
"CTSB",4.90881089588963e-54,1.09229185829796,0.928,0.942,1.21983950762857e-49,"CTSB","Macrophage"
"PDGFC",6.740856905556e-54,-1.50032469643897,0.114,0.423,1.67510294103067e-49,"PDGFC","Macrophage"
"CD36",8.01383619700393e-54,-1.1639867097353,0.394,0.727,1.99143829495548e-49,"CD36","Macrophage"
"GFRA2",2.39230175819828e-53,-1.67976182604241,0.113,0.42,5.94486986912272e-49,"GFRA2","Macrophage"
"PPP1R10",2.84753090518782e-53,-1.18187541379695,0.258,0.599,7.07611429939173e-49,"PPP1R10","Macrophage"
"AP2A2",4.86022238982344e-53,-0.937415312081449,0.298,0.668,1.20776526387113e-48,"AP2A2","Macrophage"
"MTSS1",1.04793187278497e-52,-0.932348138905343,0.314,0.682,2.60411070387065e-48,"MTSS1","Macrophage"
"EIF4A2",1.25503307844838e-52,-0.932562085178282,0.355,0.704,3.11875719994422e-48,"EIF4A2","Macrophage"
"ALOX5AP",2.37523901469354e-52,-0.738127841586533,0.369,0.764,5.90246895151345e-48,"ALOX5AP","Macrophage"
"CXCL12",2.42096182510181e-52,-1.76846803471812,0.085,0.373,6.01609013537799e-48,"CXCL12","Macrophage"
"EMP2",2.43237549337124e-52,-1.73224909773399,0.063,0.339,6.04445310102754e-48,"EMP2","Macrophage"
"ZFHX3",2.4743076251479e-52,-0.959500140107155,0.314,0.675,6.14865444849254e-48,"ZFHX3","Macrophage"
"CXCL14",3.87485298503235e-52,-1.92716746574952,0.078,0.358,9.62900966780539e-48,"CXCL14","Macrophage"
"TXNIP",6.97217061483763e-52,-0.551379658022249,0.756,0.941,1.73258439778715e-47,"TXNIP","Macrophage"
"PEAK1",1.71571244090556e-51,-1.75291448576303,0.087,0.375,4.26354541565031e-47,"PEAK1","Macrophage"
"C1QC",2.19223881172233e-51,-0.660301380825846,0.628,0.952,5.44771344712998e-47,"C1QC","Macrophage"
"LSP1",2.5711259707424e-51,2.50064572080772,0.329,0.081,6.38924803729487e-47,"LSP1","Macrophage"
"TRIM8",7.07538688439299e-51,-1.11332950292584,0.228,0.57,1.75823364077166e-46,"TRIM8","Macrophage"
"JUND",1.08846108727636e-50,-0.923820444687862,0.739,0.932,2.70482580188176e-46,"JUND","Macrophage"
"RPL39",1.24240142053577e-50,0.753850414051463,0.925,0.973,3.08736753003139e-46,"RPL39","Macrophage"
"EPS8",1.78723452187887e-50,-1.32323118537373,0.187,0.511,4.44127778686899e-46,"EPS8","Macrophage"
"CD68",2.39150096098088e-50,-0.689684921005298,0.785,0.939,5.94287988803748e-46,"CD68","Macrophage"
"GRN",2.52823734593053e-50,-0.639976190188508,0.729,0.931,6.28266980463737e-46,"GRN","Macrophage"
"AC020916.1",2.5916122188646e-50,-1.34277764836972,0.226,0.539,6.44015636387853e-46,"AC020916.1","Macrophage"
"HLA-B",2.87384327165108e-50,0.868126547021897,0.929,0.942,7.14150053005294e-46,"HLA-B","Macrophage"
"RGL1",2.88331767686356e-50,-1.05922323365445,0.275,0.62,7.16504442700595e-46,"RGL1","Macrophage"
"CAPG",3.5586616723199e-50,2.06990586421376,0.528,0.289,8.84327425571495e-46,"CAPG","Macrophage"
"PLXND1",8.53375689976894e-50,-0.925693159086034,0.293,0.643,2.12063858959258e-45,"PLXND1","Macrophage"
"HIF1A",1.68197594818299e-49,2.17246419489946,0.57,0.38,4.17971023123473e-45,"HIF1A","Macrophage"
"ARID4A",2.63102934065512e-49,-1.09489745870557,0.195,0.531,6.53810791152798e-45,"ARID4A","Macrophage"
"KANK2",2.86341653079173e-49,-2.03034815058769,0.073,0.34,7.11559007901744e-45,"KANK2","Macrophage"
"ECM1",5.47532239860909e-49,-1.23026678676781,0.23,0.563,1.36061761605436e-44,"ECM1","Macrophage"
"RPL34",6.58397876694731e-49,0.821689581012931,0.95,0.978,1.63611872358641e-44,"RPL34","Macrophage"
"CPED1",1.03662018524097e-48,-1.78948677396479,0.057,0.313,2.5760011603238e-44,"CPED1","Macrophage"
"NORAD",1.06280102502051e-48,-1.14330836015084,0.231,0.571,2.64106054717597e-44,"NORAD","Macrophage"
"KIF1B",2.05717976865177e-48,-1.28416588492231,0.206,0.522,5.11209172509966e-44,"KIF1B","Macrophage"
"ATM",2.85158045679287e-48,-1.12654737060411,0.173,0.499,7.08617743513029e-44,"ATM","Macrophage"
"RHOQ",2.87928943278946e-48,-1.15609401504353,0.273,0.594,7.15503424048181e-44,"RHOQ","Macrophage"
"RNH1",3.08638693188502e-48,-0.84059444911803,0.516,0.818,7.66967152573428e-44,"RNH1","Macrophage"
"EEF1A1",4.23952220266577e-48,-0.423597401941533,0.97,0.995,1.05352126736244e-43,"EEF1A1","Macrophage"
"RPL13A",5.42299616635413e-48,0.735508287892102,0.928,0.964,1.347614547339e-43,"RPL13A","Macrophage"
"PTMS",5.42820253124928e-48,-0.797096463281463,0.428,0.793,1.34890832901545e-43,"PTMS","Macrophage"
"MGLL",1.19679653300846e-47,-1.43366357438656,0.166,0.469,2.97403938452603e-43,"MGLL","Macrophage"
"SNX9",1.24940420434266e-47,-1.14288178484151,0.229,0.559,3.10476944779152e-43,"SNX9","Macrophage"
"LAMP1",1.89530600213695e-47,-0.765775740541841,0.5,0.827,4.70983541531031e-43,"LAMP1","Macrophage"
"MT-ND5",3.05826567742096e-47,-0.537868362335946,0.89,0.975,7.59979020839109e-43,"MT-ND5","Macrophage"
"TCF4",3.93524330461844e-47,-1.01003156327276,0.238,0.577,9.77907961197681e-43,"TCF4","Macrophage"
"YBX1",5.25241914879125e-47,-0.572875859148358,0.797,0.961,1.30522615847463e-42,"YBX1","Macrophage"
"ZBTB20",7.26166296063873e-47,-1.53178498011167,0.164,0.461,1.80452324571872e-42,"ZBTB20","Macrophage"
"HLA-C",1.17223636739322e-46,1.09599915750756,0.853,0.903,2.91300737297216e-42,"HLA-C","Macrophage"
"PLXNB2",1.87804297344646e-46,-0.937056678482215,0.24,0.574,4.66693678901445e-42,"PLXNB2","Macrophage"
"TPCN1",1.9670667564398e-46,-1.59744697364351,0.103,0.381,4.88816088975291e-42,"TPCN1","Macrophage"
"HIPK1",3.65852054237095e-46,-1.27346808747866,0.18,0.483,9.0914235477918e-42,"HIPK1","Macrophage"
"SHMT1",6.14641444633059e-46,-2.41869777908492,0.039,0.264,1.52738398991315e-41,"SHMT1","Macrophage"
"GNPDA1",7.52635887607913e-46,-1.22106078966136,0.161,0.461,1.87030018070566e-41,"GNPDA1","Macrophage"
"TPT1",1.13630111125721e-45,-0.538823910608319,0.976,0.997,2.82370826147416e-41,"TPT1","Macrophage"
"CRIP1",1.16992718553452e-45,2.35112042501478,0.631,0.511,2.90726905605327e-41,"CRIP1","Macrophage"
"DBP",1.35307051785678e-45,-1.78498567088429,0.104,0.371,3.36238023687411e-41,"DBP","Macrophage"
"MT2A",1.6229371028291e-45,3.41421243934701,0.423,0.189,4.03299870053031e-41,"MT2A","Macrophage"
"ARHGAP18",1.66201434816838e-45,-0.740092994177707,0.485,0.81,4.13010565519842e-41,"ARHGAP18","Macrophage"
"RPS17",3.25032188485474e-45,2.44747403455128,0.52,0.327,8.07704988386403e-41,"RPS17","Macrophage"
"WDR36",4.14196824754949e-45,-2.38538822182422,0.052,0.287,1.02927910951605e-40,"WDR36","Macrophage"
"NTAN1",7.4387102364025e-45,-0.984137420371466,0.274,0.61,1.84851949374602e-40,"NTAN1","Macrophage"
"ADAM8",1.16534349557912e-44,3.97089779544271,0.225,0.032,2.89587858651413e-40,"ADAM8","Macrophage"
"SLC9A9",1.21286684395068e-44,-1.36736708910045,0.121,0.403,3.01397410721744e-40,"SLC9A9","Macrophage"
"CAPZB",1.56150386419961e-44,-0.601671435726121,0.638,0.892,3.88033710253603e-40,"CAPZB","Macrophage"
"B2M",1.97845533542644e-44,0.538951194346065,0.995,0.997,4.91646150853471e-40,"B2M","Macrophage"
"UNC93B1",3.19629774473861e-44,-0.781350205254371,0.359,0.705,7.94279989567545e-40,"UNC93B1","Macrophage"
"GOLGA4",3.7143704385345e-44,-0.727909796620544,0.36,0.694,9.23021053975822e-40,"GOLGA4","Macrophage"
"P2RY13",1.29605402509825e-43,-1.79753052462114,0.077,0.326,3.22069425236914e-39,"P2RY13","Macrophage"
"CSDE1",1.46574500702616e-43,-0.838993572579297,0.426,0.755,3.64237634246001e-39,"CSDE1","Macrophage"
"HDAC9",3.39331616867965e-43,-2.82500284380276,0.037,0.251,8.43239067916892e-39,"HDAC9","Macrophage"
"PCF11",3.8976852154024e-43,-0.868808711053263,0.232,0.554,9.68574776027497e-39,"PCF11","Macrophage"
"APOD",5.07044374509623e-43,-2.7281256111403,0.023,0.225,1.26000527065641e-38,"APOD","Macrophage"
"PLEKHO1",5.48607791104525e-43,-0.773734217882734,0.403,0.738,1.36329036089474e-38,"PLEKHO1","Macrophage"
"FEZ1",7.04319218611349e-43,-2.87262988832569,0.028,0.232,1.7502332582492e-38,"FEZ1","Macrophage"
"CCDC170",7.39371662224934e-43,-1.8373199688895,0.089,0.337,1.83733858062896e-38,"CCDC170","Macrophage"
"RGS10",8.97464555604581e-43,-0.735046968988539,0.542,0.831,2.23019942067738e-38,"RGS10","Macrophage"
"EIF5",9.08337965212901e-43,-0.754418943729045,0.422,0.741,2.25721984355406e-38,"EIF5","Macrophage"
"PABPC4",9.0870889555565e-43,-0.898605797469252,0.281,0.605,2.25814160545579e-38,"PABPC4","Macrophage"
"CITED2",1.03772741957916e-42,-1.05440834521482,0.221,0.53,2.57875263765422e-38,"CITED2","Macrophage"
"RBPJ",1.37281426831915e-42,-0.692955824091848,0.575,0.864,3.41144345677309e-38,"RBPJ","Macrophage"
"LTBP2",1.42130009521252e-42,-1.85991178598888,0.067,0.305,3.53193073660311e-38,"LTBP2","Macrophage"
"SCAMP2",1.89528556393152e-42,-1.04099669393138,0.29,0.606,4.70978462636982e-38,"SCAMP2","Macrophage"
"UACA",2.19037363986644e-42,-1.91290158133985,0.068,0.303,5.44307849506809e-38,"UACA","Macrophage"
"IFT74",2.57008648505785e-42,-1.30236145686265,0.076,0.323,6.38666491536875e-38,"IFT74","Macrophage"
