"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
"VEGFB",1.876341557078e-09,-1.05338602442725,0.098,0.158,4.66270876933884e-05,"VEGFB","T_cell"
"HIF1A",1.90958882823719e-09,0.658840970242576,0.244,0.167,4.74532823816942e-05,"HIF1A","T_cell"
"PPTC7",2.34298495028461e-09,0.845971591096256,0.114,0.058,5.82231760145724e-05,"PPTC7","T_cell"
"PTPN22",2.41734901080989e-09,0.660220993555818,0.275,0.194,6.00711229186256e-05,"PTPN22","T_cell"
"SVIL",2.49936450380281e-09,-1.22043673271142,0.052,0.103,6.21092079194998e-05,"SVIL","T_cell"
"CST7",2.79763011170352e-09,0.544561202894091,0.388,0.306,6.95211082758325e-05,"CST7","T_cell"
"PDLIM2",3.15321356451461e-09,-0.478792216043436,0.198,0.277,7.8357357078188e-05,"PDLIM2","T_cell"
"CBX3",3.35909069785506e-09,0.488679957136836,0.4,0.309,8.34734038416983e-05,"CBX3","T_cell"
"STUB1",3.40397345752164e-09,-0.417315701611468,0.228,0.31,8.45887404194128e-05,"STUB1","T_cell"
"ARPC1B",3.44249850908651e-09,-0.303251435144354,0.493,0.587,8.55460879507999e-05,"ARPC1B","T_cell"
"PTPN13",3.54493369463926e-09,-0.958510015075299,0.072,0.127,8.80916023117855e-05,"PTPN13","T_cell"
"ITGA4",3.66166597121043e-09,0.839336008513734,0.186,0.117,9.09923993845792e-05,"ITGA4","T_cell"
"APRT",3.81687033257587e-09,-0.293676725573626,0.517,0.609,9.48492277645104e-05,"APRT","T_cell"
"SPCS1",4.19801000175378e-09,-0.30346630837852,0.415,0.5,0.000104320548543582,"SPCS1","T_cell"
"KIF3A",4.61778218768048e-09,-1.01694137996612,0.056,0.108,0.00011475188736386,"KIF3A","T_cell"
"MAP3K8",5.19888165444645e-09,0.68750297775137,0.208,0.136,0.000129192209112994,"MAP3K8","T_cell"
"IER2",5.27977781889718e-09,-0.281831401481082,0.739,0.777,0.000131202478799595,"IER2","T_cell"
"MAZ",5.95506901263313e-09,-0.518439476055696,0.22,0.295,0.000147983464963933,"MAZ","T_cell"
"FKBP8",6.01417176693244e-09,-0.284683994850107,0.346,0.436,0.000149452168408271,"FKBP8","T_cell"
"DIAPH1",6.27349846372403e-09,-0.609810924898322,0.252,0.322,0.000155896436823542,"DIAPH1","T_cell"
"GBP3",6.8748272690032e-09,0.920620110128139,0.106,0.053,0.00017083945763473,"GBP3","T_cell"
"PABPC1",7.16549351817404e-09,0.388626454356697,0.746,0.72,0.000178062513926625,"PABPC1","T_cell"
"MYADM",7.39410480578646e-09,-0.316563359723498,0.272,0.362,0.000183743504423794,"MYADM","T_cell"
"MAF",7.41547415605638e-09,-0.407042226675192,0.28,0.362,0.000184274532778001,"MAF","T_cell"
"RFLNB",8.33700412780312e-09,-0.891503567107716,0.114,0.175,0.000207174552575908,"RFLNB","T_cell"
"AZIN1",8.91027874199548e-09,0.713184541035065,0.227,0.154,0.000221420426738588,"AZIN1","T_cell"
"TUFM",9.33426151814169e-09,-0.460758801586677,0.284,0.362,0.000231956398725821,"TUFM","T_cell"
"CCL3",9.59755120830135e-09,0.871882478915521,0.182,0.118,0.000238499147526289,"CCL3","T_cell"
"LMNB1",1.05304799567755e-08,0.927089412903621,0.102,0.051,0.00026168242692587,"LMNB1","T_cell"
"TNFSF12",1.07987147729684e-08,-0.625858166215779,0.17,0.236,0.000268348062108266,"TNFSF12","T_cell"
"RABAC1",1.08289376077579e-08,-0.332884371018568,0.431,0.512,0.000269099099552785,"RABAC1","T_cell"
"FLT3LG",1.22124205675525e-08,-0.488410770215213,0.16,0.231,0.000303478651103679,"FLT3LG","T_cell"
"SH3YL1",1.22578988169039e-08,-1.01684021094857,0.082,0.136,0.000304608785600062,"SH3YL1","T_cell"
"TYROBP",1.22756895433085e-08,0.858544424752924,0.18,0.116,0.000305050885151216,"TYROBP","T_cell"
"NAMPT",1.24215973528099e-08,0.694285694001956,0.33,0.249,0.000308676694217327,"NAMPT","T_cell"
"MTHFD2",1.27259438139503e-08,0.729776527977097,0.156,0.093,0.000316239703776665,"MTHFD2","T_cell"
"ABHD14A",1.33059464829819e-08,-0.830910880511325,0.076,0.131,0.0003306527701021,"ABHD14A","T_cell"
"EIF2S3",1.40736648854313e-08,0.599011830895154,0.276,0.197,0.000349730572402967,"EIF2S3","T_cell"
"CD84",1.85622084119097e-08,-0.775732332666061,0.104,0.164,0.000461270879035956,"CD84","T_cell"
"TRGC1",1.8632145743781e-08,1.06089781419896,0.108,0.058,0.000463008821732958,"TRGC1","T_cell"
"GSTK1",1.95444067749788e-08,-0.325199854929701,0.468,0.549,0.000485678508358223,"GSTK1","T_cell"
"CSTB",2.05640112541388e-08,-0.321211196713255,0.403,0.475,0.000511015679665349,"CSTB","T_cell"
"ANAPC16",2.18144898236232e-08,-0.322260563044353,0.41,0.483,0.000542090072117036,"ANAPC16","T_cell"
"CDC42SE1",2.24780667514901e-08,0.638131840636284,0.281,0.206,0.000558579958774529,"CDC42SE1","T_cell"
"SYNE2",2.29331885521857e-08,-0.288053085249176,0.428,0.51,0.000569889735521815,"SYNE2","T_cell"
"NFIL3",2.4683410761757e-08,0.959258616189911,0.107,0.057,0.000613382757429661,"NFIL3","T_cell"
"TRAF3IP3",2.49822790399173e-08,-0.395629566050544,0.344,0.419,0.000620809634141946,"TRAF3IP3","T_cell"
"DHX36",2.50552163009918e-08,0.527871546216181,0.366,0.284,0.000622622125079646,"DHX36","T_cell"
"GBP2",2.54681905120742e-08,0.550759475002412,0.34,0.257,0.000632884534225043,"GBP2","T_cell"
"CNOT6L",2.58686032244932e-08,0.565123237050708,0.333,0.254,0.000642834790128656,"CNOT6L","T_cell"
"GNAS",2.60464097216257e-08,-0.25502393647337,0.607,0.665,0.000647253281582399,"GNAS","T_cell"
"PLEC",2.61987116200405e-08,-0.74593283173385,0.144,0.21,0.000651037983758006,"PLEC","T_cell"
"RORC",2.71825397629398e-08,-0.958478335639444,0.057,0.105,0.000675486113109055,"RORC","T_cell"
"TSC22D4",3.04216931625773e-08,-0.37931450003069,0.223,0.298,0.000755979075090047,"TSC22D4","T_cell"
"ATP2B1",3.12678618881216e-08,-0.40569729286502,0.264,0.337,0.000777006367919822,"ATP2B1","T_cell"
"NDFIP1",3.23447105755052e-08,-0.360412803248199,0.3,0.377,0.000803766057801303,"NDFIP1","T_cell"
"NPC2",3.25579377972643e-08,-0.635372051782818,0.134,0.197,0.000809064754262018,"NPC2","T_cell"
"WDFY2",3.30602829364072e-08,-0.815549771929001,0.083,0.138,0.000821548030969719,"WDFY2","T_cell"
"STK17B",3.720399004371e-08,0.381381513687081,0.634,0.567,0.000924519152586195,"STK17B","T_cell"
"REX1BD",3.93865557944498e-08,-0.408080841143956,0.304,0.381,0.000978755911492078,"REX1BD","T_cell"
"ACAP1",4.20916518273268e-08,-0.251826410442582,0.654,0.728,0.00104597754790907,"ACAP1","T_cell"
"PCMT1",4.47458315077891e-08,-0.524360932876985,0.226,0.293,0.00111193391296856,"PCMT1","T_cell"
"TMEM109",4.91022216613558e-08,-0.56971433296584,0.131,0.194,0.00122019020828469,"TMEM109","T_cell"
"SAMD3",4.96200842383585e-08,0.993678315263478,0.148,0.092,0.00123305909332321,"SAMD3","T_cell"
"ANXA5",5.22220480232863e-08,-0.330674045588929,0.281,0.361,0.00129771789337866,"ANXA5","T_cell"
"SINHCAF",5.32175839906752e-08,0.572159794353082,0.206,0.136,0.00132245696216828,"SINHCAF","T_cell"
"KRT10",5.58998785668965e-08,-0.455520909450104,0.306,0.38,0.00138911198238738,"KRT10","T_cell"
"EIF3L",5.73284673129408e-08,-0.323734570146701,0.378,0.453,0.00142461241272658,"EIF3L","T_cell"
"SEPT11",6.09944178327521e-08,-0.609779010580808,0.15,0.216,0.00151571128314389,"SEPT11","T_cell"
"RBM3",6.74559992329548e-08,-0.277372030256656,0.584,0.668,0.00167628158093893,"RBM3","T_cell"
"TSPYL1",7.10197832774872e-08,0.72557673154954,0.188,0.124,0.00176484161444556,"TSPYL1","T_cell"
"SERINC5",7.27215343358689e-08,0.886107760368969,0.127,0.073,0.00180713012824634,"SERINC5","T_cell"
"ARRDC3",7.51204331991677e-08,0.854715750474841,0.209,0.144,0.00186674276499932,"ARRDC3","T_cell"
"GABPB1-AS1",8.22072321436254e-08,-0.601024354310026,0.214,0.283,0.00204284971876909,"GABPB1-AS1","T_cell"
"EZH2",1.0016541506203e-07,0.875260497465957,0.103,0.055,0.00248911056429143,"EZH2","T_cell"
"HIST1H1C",1.024325455492e-07,0.875069000125772,0.227,0.163,0.00254544875689763,"HIST1H1C","T_cell"
"CTSH",1.0736709714568e-07,-0.37913687362599,0.178,0.252,0.00266807236407015,"CTSH","T_cell"
"SIGIRR",1.07968757887978e-07,-0.488448365796824,0.26,0.327,0.00268302363351624,"SIGIRR","T_cell"
"SURF1",1.09604842939594e-07,-0.686383404033199,0.143,0.202,0.0027236803470489,"SURF1","T_cell"
"CGAS",1.14905148963526e-07,0.645474471503388,0.238,0.168,0.00285539295174361,"CGAS","T_cell"
"SAMSN1",1.2151208739045e-07,0.622408665396898,0.4,0.329,0.00301957537165267,"SAMSN1","T_cell"
"RASSF7",1.27793414440594e-07,-0.853508106057888,0.081,0.133,0.00317566634884875,"RASSF7","T_cell"
"NR1D1",1.32537835601872e-07,-0.841719158297531,0.068,0.117,0.00329356521470653,"NR1D1","T_cell"
"NTAN1",1.41426410838909e-07,-1.06731819369012,0.07,0.117,0.00351444630934688,"NTAN1","T_cell"
"CD320",1.42198203442248e-07,-0.683254912164798,0.134,0.194,0.00353362535553986,"CD320","T_cell"
"NAA50",1.46657480936272e-07,0.733986754685583,0.165,0.104,0.00364443840126636,"NAA50","T_cell"
"RRBP1",1.58123427968142e-07,0.636713684753925,0.202,0.138,0.00392936718500833,"RRBP1","T_cell"
"TBCB",1.65098460336119e-07,-0.31578883659564,0.32,0.391,0.00410269673935257,"TBCB","T_cell"
"HMGB1",1.70654776461923e-07,0.316107618225083,0.814,0.8,0.00424077119507878,"HMGB1","T_cell"
"ANTXR2",1.75921428393076e-07,-0.884259527678773,0.078,0.127,0.00437164749556794,"ANTXR2","T_cell"
"TMBIM4",1.79436282646848e-07,-0.378905924016046,0.291,0.363,0.00445899162377416,"TMBIM4","T_cell"
"TIFA",1.93941140651639e-07,0.815100375128806,0.154,0.097,0.00481943734519323,"TIFA","T_cell"
"BRD2",2.0217662102952e-07,-0.397281037684981,0.392,0.46,0.00502408903258356,"BRD2","T_cell"
"IRF7",2.11293078076944e-07,0.694336923388326,0.136,0.083,0.00525063299021206,"IRF7","T_cell"
"ARL4A",2.34876932362767e-07,-0.40029410730294,0.203,0.27,0.00583669176921477,"ARL4A","T_cell"
"PDCD6",2.36994905838462e-07,-0.446806402817316,0.204,0.272,0.00588932341008578,"PDCD6","T_cell"
"MT1X",2.59967021004243e-07,0.431594839875911,0.226,0.156,0.00646018047195544,"MT1X","T_cell"
"BCL2A1",2.60283401882695e-07,0.690251063613585,0.161,0.104,0.00646804253678498,"BCL2A1","T_cell"
"ANXA11",2.69196788938058e-07,-0.329142380280073,0.27,0.339,0.00668954020511073,"ANXA11","T_cell"
"HEXB",2.73674098652298e-07,-0.87618438477102,0.074,0.121,0.00680080135150962,"HEXB","T_cell"
"CCDC167",2.858533484767e-07,-0.34931969196795,0.184,0.255,0.007103455709646,"CCDC167","T_cell"
"DNAJB6",3.13669357668007e-07,0.42281571819694,0.536,0.467,0.00779468353804998,"DNAJB6","T_cell"
"KCNAB2",3.29638783062722e-07,-0.736490967014512,0.133,0.189,0.00819152375910865,"KCNAB2","T_cell"
"DPP7",3.39460473987759e-07,-0.386300065200973,0.288,0.359,0.0084355927785958,"DPP7","T_cell"
"PDE3B",3.45297078762598e-07,0.639985522624797,0.138,0.085,0.00858063240725057,"PDE3B","T_cell"
"PRKCH",3.64235380047157e-07,0.599172238694438,0.232,0.165,0.00905124919417186,"PRKCH","T_cell"
"CAST",3.64338720794086e-07,-0.396336270869384,0.367,0.427,0.00905381721173303,"CAST","T_cell"
"DDX21",3.71965914887256e-07,0.549718182133711,0.406,0.343,0.00924335298494831,"DDX21","T_cell"
"CTLA4",3.89610242636385e-07,0.991916583910951,0.172,0.117,0.00968181452951416,"CTLA4","T_cell"
"NBL1",4.22855915328772e-07,-0.525737560601556,0.072,0.121,0.01050796949592,"NBL1","T_cell"
"SYTL1",4.34827767133269e-07,-0.533413229994339,0.208,0.272,0.0108054700132617,"SYTL1","T_cell"
"SMC4",4.67088144681185e-07,0.634004689585122,0.216,0.153,0.0116071403953274,"SMC4","T_cell"
"IFI27L2",5.40785481982446e-07,0.664756412389944,0.2,0.139,0.0134385192272638,"IFI27L2","T_cell"
"RASSF5",5.69686963709303e-07,0.623998161279947,0.256,0.19,0.0141567210481762,"RASSF5","T_cell"
"LTBP3",5.75221119254136e-07,-0.696607202992528,0.096,0.147,0.0142942448134653,"LTBP3","T_cell"
"PPP1CC",5.84179325837362e-07,0.645869629152096,0.252,0.184,0.0145168562470584,"PPP1CC","T_cell"
"TNFRSF18",6.055991740573e-07,0.463313641562365,0.407,0.338,0.0150491394753239,"TNFRSF18","T_cell"
"ATP5MPL",6.2850846808798e-07,0.419914195342969,0.423,0.347,0.0156184354319863,"ATP5MPL","T_cell"
"MT1F",6.52755288718702e-07,0.721281074955157,0.101,0.056,0.0162209689246597,"MT1F","T_cell"
"CLEC2D",6.81811815402576e-07,0.431792546278781,0.46,0.39,0.016943023612754,"CLEC2D","T_cell"
"U2AF1L4",6.81999275993254e-07,-0.682576000873556,0.109,0.16,0.0169476820084324,"U2AF1L4","T_cell"
"GTF3A",6.94679393241758e-07,-0.268134550675422,0.382,0.458,0.0172627829220577,"GTF3A","T_cell"
"MAP4",6.96766863324821e-07,-0.582303779074619,0.148,0.207,0.0173146565536218,"MAP4","T_cell"
"TMEM219",7.28672030243563e-07,-0.407278632758932,0.201,0.264,0.0181074999515525,"TMEM219","T_cell"
"C7orf50",7.62814433242887e-07,-0.618336034768524,0.086,0.135,0.0189559386660857,"C7orf50","T_cell"
"SYAP1",8.44950634822883e-07,0.624411810061045,0.212,0.148,0.0209970232753487,"SYAP1","T_cell"
"NKRF",8.55533541380418e-07,0.885427647859163,0.124,0.075,0.0212600085033034,"NKRF","T_cell"
"NCOR1",8.80907465576967e-07,-0.368536708756943,0.296,0.367,0.0218905505195876,"NCOR1","T_cell"
"CD2",8.84857817912094e-07,0.343468207599199,0.686,0.655,0.0219887167751155,"CD2","T_cell"
"NDUFB8",9.06323676430706e-07,-0.293231388154015,0.358,0.431,0.0225221433593031,"NDUFB8","T_cell"
"POLR2L",9.46308361160982e-07,0.498303873232049,0.344,0.272,0.0235157627748504,"POLR2L","T_cell"
"DCTN2",1.04150194611292e-06,-0.536589495296526,0.183,0.238,0.025881323360906,"DCTN2","T_cell"
"CTSZ",1.05346323694364e-06,-0.691515973671828,0.125,0.177,0.0261785614380494,"CTSZ","T_cell"
"ARHGDIA",1.05972794468967e-06,-0.289951533420408,0.348,0.417,0.0263342394255384,"ARHGDIA","T_cell"
"ADAM17",1.07912525286911e-06,0.871022439222126,0.109,0.063,0.0268162625337974,"ADAM17","T_cell"
"TXNL4A",1.23899695202903e-06,-0.431056515109652,0.174,0.234,0.0307890742579213,"TXNL4A","T_cell"
"AREG",1.28170716833995e-06,0.90760797179848,0.162,0.109,0.0318504231332478,"AREG","T_cell"
"SLAMF1",1.533474494997e-06,-0.419632953150091,0.188,0.248,0.0381068412006754,"SLAMF1","T_cell"
"LAG3",1.57197095261788e-06,0.990789796524859,0.151,0.101,0.0390634781725544,"LAG3","T_cell"
"PTPN4",1.61806166166706e-06,-0.453152714465485,0.166,0.226,0.0402088322924264,"PTPN4","T_cell"
"TMEM50B",1.62193688208254e-06,-0.581756401435975,0.106,0.157,0.0403051315197511,"TMEM50B","T_cell"
"UBC",1.70672362625166e-06,0.370679768005648,0.944,0.96,0.0424120821123537,"UBC","T_cell"
"KMT2A",1.79726068618165e-06,-0.397648737914331,0.306,0.369,0.0446619280516141,"KMT2A","T_cell"
"SLC7A5",1.89626655073429e-06,0.916586834227818,0.122,0.075,0.0471222237857471,"SLC7A5","T_cell"
"ELP5",1.94537544910293e-06,-0.848605519487694,0.081,0.126,0.0483425799102078,"ELP5","T_cell"
"ATP5F1A",1.94724947710667e-06,-0.317756300596629,0.328,0.393,0.0483891495061008,"ATP5F1A","T_cell"
"WIPF1",1.95096825300386e-06,0.431213188747901,0.408,0.337,0.048481561087146,"WIPF1","T_cell"
"RETREG1",2.09347267789053e-06,-0.658973440487921,0.068,0.112,0.0520227960455798,"RETREG1","T_cell"
"ZC3HAV1",2.22277664695589e-06,0.393372935160745,0.41,0.337,0.0552359996768538,"ZC3HAV1","T_cell"
"ATP5ME",2.25292461248669e-06,0.412546610773862,0.398,0.325,0.0559851766202942,"ATP5ME","T_cell"
"YAF2",2.5627705689434e-06,0.585612668132112,0.2,0.141,0.0636848486382435,"YAF2","T_cell"
"GBP5",2.60682289430102e-06,0.69254048177065,0.228,0.17,0.0647795489233804,"GBP5","T_cell"
"CSRNP1",2.64842448366057e-06,0.382652989252746,0.336,0.261,0.0658133484189651,"CSRNP1","T_cell"
"CEBPZ",2.74916642976768e-06,0.620906618673563,0.194,0.136,0.0683167857797269,"CEBPZ","T_cell"
"XCL1",3.02581839085949e-06,0.272345593350582,0.142,0.092,0.0751915870128583,"XCL1","T_cell"
"FAS",3.16237466695138e-06,0.662367199103461,0.165,0.111,0.0785850104737418,"FAS","T_cell"
"ANKRD13D",3.16538050541666e-06,-0.428915755545256,0.22,0.278,0.0786597055596039,"ANKRD13D","T_cell"
"CAPZA1",3.16689357653493e-06,0.499447892019022,0.32,0.257,0.078697305376893,"CAPZA1","T_cell"
"STAT4",3.22360608107855e-06,0.496463487055666,0.268,0.204,0.0801066111148021,"STAT4","T_cell"
"HIST3H2A",3.34044962717207e-06,0.701314006736966,0.142,0.092,0.0830101732352259,"HIST3H2A","T_cell"
"EBPL",3.37090699064871e-06,0.633832551576081,0.118,0.072,0.0837670387176206,"EBPL","T_cell"
"RHOC",3.38406918589559e-06,-0.371959346365804,0.268,0.332,0.0840941192695055,"RHOC","T_cell"
"EIF3J",3.43819522585019e-06,0.575661656657244,0.269,0.207,0.0854391513623773,"EIF3J","T_cell"
"PRR7",3.62292815682923e-06,-0.514463563226751,0.124,0.175,0.0900297646972064,"PRR7","T_cell"
"DUSP2",3.67615459280517e-06,0.411777912031416,0.706,0.665,0.0913524416312085,"DUSP2","T_cell"
"DAZAP2",4.00703659546841e-06,0.487468279958161,0.338,0.269,0.0995748593973899,"DAZAP2","T_cell"
"TNFRSF4",4.05951578249126e-06,0.391193517052992,0.276,0.211,0.100878967194908,"TNFRSF4","T_cell"
"BAG3",4.06529200710405e-06,0.76210042459878,0.172,0.118,0.101022506376536,"BAG3","T_cell"
"ATP5PO",4.16819259381615e-06,-0.276309098636443,0.388,0.452,0.103579585956331,"ATP5PO","T_cell"
"POLR3GL",4.30697585105882e-06,-0.461635467169503,0.221,0.276,0.107028349898812,"POLR3GL","T_cell"
"GPCPD1",4.39758090035676e-06,0.750223578617366,0.137,0.089,0.109279885373866,"GPCPD1","T_cell"
"GPR174",4.41502946661064e-06,0.604298042720538,0.136,0.087,0.109713482245274,"GPR174","T_cell"
"NFIC",4.42148992996167e-06,-0.701916630292263,0.078,0.121,0.109874024759548,"NFIC","T_cell"
"SPSB3",4.58215905226892e-06,-0.403674915332853,0.224,0.28,0.113866652448883,"SPSB3","T_cell"
"DAD1",4.83109177419375e-06,-0.266479303752332,0.398,0.464,0.120052630588715,"DAD1","T_cell"
"OTULIN",4.91958187478341e-06,0.636350629858987,0.146,0.097,0.122251609588368,"OTULIN","T_cell"
"SYTL3",5.10034212213058e-06,0.471136841431804,0.268,0.204,0.126743501734945,"SYTL3","T_cell"
"ERN1",5.13390683175774e-06,0.705569920597918,0.24,0.182,0.12757758476918,"ERN1","T_cell"
"GLOD4",5.31351612051372e-06,-0.709153048818949,0.122,0.17,0.132040875594766,"GLOD4","T_cell"
"NDUFA3",5.44493446926041e-06,0.615877717549385,0.22,0.16,0.135306621561121,"NDUFA3","T_cell"
"ZFX",5.90003633964455e-06,0.925460058804766,0.102,0.061,0.146615903040167,"ZFX","T_cell"
"IMP3",6.12050195109344e-06,-0.568513509937759,0.171,0.222,0.152094473484672,"IMP3","T_cell"
"SUN2",6.23138018722104e-06,-0.349497568850095,0.306,0.364,0.154849797652443,"SUN2","T_cell"
"TMX4",6.59512271603985e-06,-0.420949917099577,0.186,0.245,0.16388879949359,"TMX4","T_cell"
"ATOX1",6.82076950350596e-06,0.555264157530797,0.156,0.107,0.169496122162123,"ATOX1","T_cell"
"NFKB1",7.07318459152917e-06,0.49544831501724,0.242,0.181,0.1757686370995,"NFKB1","T_cell"
"PPP1R15B",7.18717696071119e-06,0.402624896044229,0.296,0.231,0.178601347473673,"PPP1R15B","T_cell"
"CD81",7.26961703888243e-06,-0.352438063052454,0.346,0.4,0.180649983416228,"CD81","T_cell"
"NFAT5",7.32135550526348e-06,0.533802073369885,0.195,0.14,0.181935684305798,"NFAT5","T_cell"
"PTTG1",7.35613501618852e-06,0.520024414167501,0.182,0.127,0.182799955152285,"PTTG1","T_cell"
"BCAP31",7.76132829010803e-06,-0.373112436800695,0.202,0.261,0.192869008009185,"BCAP31","T_cell"
"TCEA1",8.05445596276498e-06,0.438851158611962,0.288,0.221,0.20015323067471,"TCEA1","T_cell"
"ARGLU1",8.11440831463319e-06,0.310803544114439,0.52,0.451,0.201643046618635,"ARGLU1","T_cell"
"LTBP4",8.18457520053271e-06,-0.585885413350395,0.094,0.139,0.203386693733238,"LTBP4","T_cell"
"TUBB4B",8.58370657644743e-06,-0.273568110710838,0.374,0.44,0.213305108424719,"TUBB4B","T_cell"
"ARID5B",8.64546844308939e-06,0.410558876928189,0.338,0.272,0.214839890810771,"ARID5B","T_cell"
"PLEKHA1",9.12863978865054e-06,-0.427241897535474,0.083,0.127,0.226846698747966,"PLEKHA1","T_cell"
"TPM4",9.18627702747666e-06,0.348175606793742,0.47,0.41,0.228278984132795,"TPM4","T_cell"
"TDG",9.74858098979176e-06,0.676024081209387,0.16,0.109,0.242252237596325,"TDG","T_cell"
"SNX6",1.01569719434089e-05,-0.326836126889807,0.296,0.354,0.252400752793712,"SNX6","T_cell"
"IFITM3",1.02192006080733e-05,0.788536493147455,0.168,0.12,0.253947135110621,"IFITM3","T_cell"
"NQO2",1.04368423405535e-05,-0.624745636676924,0.08,0.121,0.259355532162753,"NQO2","T_cell"
"P2RY10",1.0450688521733e-05,0.551585604583785,0.182,0.127,0.259699609765065,"P2RY10","T_cell"
"PRF1",1.0473877130554e-05,0.590117459056756,0.179,0.129,0.260275846694267,"PRF1","T_cell"
"LY9",1.07595445876557e-05,-0.554169679323828,0.097,0.142,0.267374683003244,"LY9","T_cell"
"EPRS",1.08426941521722e-05,-0.548275076849283,0.124,0.172,0.26944094968148,"EPRS","T_cell"
"C12orf75",1.18844808198964e-05,0.609499199966992,0.236,0.185,0.295329348374427,"C12orf75","T_cell"
"PPP1R2",1.19783947056721e-05,0.375442339268508,0.49,0.44,0.297663108435953,"PPP1R2","T_cell"
"CSRP1",1.30563170667899e-05,-0.748941396582815,0.088,0.129,0.324449479109728,"CSRP1","T_cell"
"AHSA1",1.30615683309475e-05,0.513470196701983,0.292,0.23,0.324579973024046,"AHSA1","T_cell"
"CKS2",1.31610139809364e-05,0.50866189739839,0.306,0.245,0.32705119742627,"CKS2","T_cell"
"TRADD",1.32301327175401e-05,-0.44195622975044,0.172,0.223,0.328768798030871,"TRADD","T_cell"
"TRAPPC6A",1.40911607445996e-05,-0.428389553887063,0.186,0.239,0.350165344503301,"TRAPPC6A","T_cell"
"CAMK2G",1.48066196949428e-05,-0.615216042938134,0.1,0.143,0.367944499419328,"CAMK2G","T_cell"
"NDUFA7",1.50954109191882e-05,0.550034022849214,0.111,0.07,0.375120961341827,"NDUFA7","T_cell"
"PEX2",1.5192667476148e-05,0.573477777181649,0.126,0.082,0.377537786782278,"PEX2","T_cell"
"EML4",1.55385466138651e-05,0.385962311847196,0.504,0.444,0.386132883354547,"EML4","T_cell"
"SAMHD1",1.56057244721452e-05,-0.352070547761074,0.21,0.266,0.387802253132809,"SAMHD1","T_cell"
"CDKN2D",1.5795804891981e-05,-0.261980365923531,0.369,0.43,0.392525751565729,"CDKN2D","T_cell"
"ID2",1.58895100647644e-05,0.405782515879983,0.596,0.56,0.394854325109395,"ID2","T_cell"
"DOK2",1.6196304400486e-05,0.322154074320525,0.507,0.446,0.402478164352077,"DOK2","T_cell"
"BRI3",1.63742556798224e-05,-0.37427659903545,0.156,0.207,0.406900253643586,"BRI3","T_cell"
"EIF1AX",1.84287451510254e-05,0.406298613016942,0.364,0.302,0.45795431700298,"EIF1AX","T_cell"
"ALKBH7",1.84605009365055e-05,-0.477884595174278,0.218,0.27,0.458743448272161,"ALKBH7","T_cell"
"C9orf78",1.8998119920615e-05,-0.300040419586979,0.319,0.378,0.472103280027284,"C9orf78","T_cell"
"NDUFS8",1.96266353889353e-05,-0.396651707262931,0.215,0.267,0.487721889415042,"NDUFS8","T_cell"
"CCL4L2",1.96909996504009e-05,0.83711621220202,0.123,0.082,0.489321341312463,"CCL4L2","T_cell"
"LFNG",2.05780001178605e-05,-0.772269092721358,0.074,0.113,0.511363302928834,"LFNG","T_cell"
"APOBEC3C",2.12014925233172e-05,0.546143849065327,0.226,0.172,0.526857089204432,"APOBEC3C","T_cell"
"GPSM3",2.12059202763174e-05,-0.256566660421028,0.497,0.546,0.526967118866489,"GPSM3","T_cell"
"TRAF1",2.13333276169658e-05,0.577793038757139,0.194,0.143,0.530133191281601,"TRAF1","T_cell"
"MLLT6",2.21659544945666e-05,-0.373099717901065,0.186,0.24,0.55082396918998,"MLLT6","T_cell"
"ITGB1",2.25825327409255e-05,0.412983403208207,0.449,0.387,0.561175938611999,"ITGB1","T_cell"
"MBD2",2.26496249426747e-05,-0.450882066360063,0.221,0.271,0.562843179825466,"MBD2","T_cell"
"GPR183",2.29132908121022e-05,0.397615180378547,0.542,0.497,0.569395276680739,"GPR183","T_cell"
"CLPTM1L",2.35683081400181e-05,-0.606042034099162,0.084,0.124,0.58567245727945,"CLPTM1L","T_cell"
"MIDN",2.40255340185036e-05,-0.293758651192558,0.316,0.376,0.597034520359813,"MIDN","T_cell"
"GNA15",2.42219614571699e-05,0.712737901662823,0.148,0.103,0.601915742210673,"GNA15","T_cell"
"CAPN2",2.50427808681464e-05,-0.408689199597547,0.228,0.279,0.622313104573437,"CAPN2","T_cell"
"SFXN1",2.51405449392634e-05,0.378640317392554,0.17,0.118,0.624742541740694,"SFXN1","T_cell"
"SF1",2.56331427810208e-05,-0.26656555942774,0.482,0.532,0.636983598108367,"SF1","T_cell"
"ISG20",2.73198009326751e-05,0.458277166775567,0.436,0.382,0.678897053176975,"ISG20","T_cell"
"BLVRB",2.92626831018203e-05,-0.702146178072695,0.072,0.11,0.727177675080234,"BLVRB","T_cell"
"SEC61G",3.01971529043605e-05,0.416617596140964,0.406,0.346,0.750399249673359,"SEC61G","T_cell"
"FABP5",3.07311337611193e-05,0.566451472047949,0.256,0.2,0.763668673963816,"FABP5","T_cell"
"HNRNPU",3.09196056545519e-05,0.322092476052714,0.679,0.627,0.768352200515616,"HNRNPU","T_cell"
"ORMDL3",3.09386057294023e-05,-0.62682542160306,0.084,0.124,0.768824352375648,"ORMDL3","T_cell"
"RNF145",3.10875057243734e-05,0.407338102130342,0.188,0.136,0.772524517250679,"RNF145","T_cell"
