"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
"LGALS7",4.58448093073092e-266,6.61290419476077,0.398,0.014,1.13924351128663e-261,"LGALS7","Keratinocyte"
"B2M",7.05436959108265e-230,-0.986463205256781,0.95,0.965,1.75301084338404e-225,"B2M","Keratinocyte"
"RPL34",2.12464964465731e-229,-1.0192840184536,0.953,0.971,5.27975436697343e-225,"RPL34","Keratinocyte"
"RPL31",1.40768210965825e-218,-1.28796112318553,0.899,0.915,3.49809004250075e-214,"RPL31","Keratinocyte"
"RPL13A",1.66436168934539e-218,-0.960283950964532,0.967,0.982,4.13593879802329e-214,"RPL13A","Keratinocyte"
"RPS25",5.71949983966644e-209,-0.743985607919215,0.94,0.963,1.42129571015711e-204,"RPS25","Keratinocyte"
"RPL7",1.19448784151015e-203,-0.996968224087457,0.937,0.961,2.96830228615273e-199,"RPL7","Keratinocyte"
"TNC",1.70658328023715e-203,3.42289588828307,0.423,0.064,4.24085945138932e-199,"TNC","Keratinocyte"
"RPS26",1.34014735031498e-202,-0.835089443273402,0.908,0.93,3.33026616553272e-198,"RPS26","Keratinocyte"
"TMSB10",3.05259188714165e-201,1.04093340335874,0.966,0.928,7.585690839547e-197,"TMSB10","Keratinocyte"
"RPL21",4.07458989943124e-195,-0.803239176963913,0.958,0.976,1.01253559000866e-190,"RPL21","Keratinocyte"
"CLEC2B",1.24715705454041e-193,-2.23569889523334,0.376,0.668,3.09918528053292e-189,"CLEC2B","Keratinocyte"
"MGST1",1.01566862059919e-184,1.90778868894638,0.545,0.159,2.52393652218897e-180,"MGST1","Keratinocyte"
"RPL41",7.95632207257321e-184,-0.706496795514064,0.982,0.987,1.97714603503444e-179,"RPL41","Keratinocyte"
"FLNA",1.29865819762661e-181,1.59082985126681,0.702,0.325,3.22716562110213e-177,"FLNA","Keratinocyte"
"RPS20",6.42948496596029e-181,-0.962408552515579,0.919,0.928,1.59772701404113e-176,"RPS20","Keratinocyte"
"LGALS7B",1.21610705692868e-178,-1.44787082989502,0.488,0.777,3.02202603646778e-174,"LGALS7B","Keratinocyte"
"CTSB",8.78280464898168e-178,1.66218670582574,0.775,0.459,2.18252695527195e-173,"CTSB","Keratinocyte"
"RPS6",1.36897718824522e-177,-0.726141329978039,0.97,0.983,3.40190831278938e-173,"RPS6","Keratinocyte"
"FOS",2.94977293920416e-177,-1.4339371697884,0.806,0.874,7.33018575392235e-173,"FOS","Keratinocyte"
"RPL26",1.11364921239283e-174,-0.671881041945295,0.964,0.978,2.76741829279618e-170,"RPL26","Keratinocyte"
"RPS8",7.33038510237316e-173,-0.691733468473989,0.97,0.978,1.82160069793973e-168,"RPS8","Keratinocyte"
"ACTN1",1.188523092011e-171,1.53555134287819,0.696,0.33,2.95347988364734e-167,"ACTN1","Keratinocyte"
"RPS15",8.18216567349502e-167,-0.558750194036804,0.96,0.981,2.03326816986351e-162,"RPS15","Keratinocyte"
"RPL27A",5.69941374803014e-166,-0.750267991087944,0.944,0.951,1.41630431638549e-161,"RPL27A","Keratinocyte"
"RPS19",6.24126555633555e-165,-0.711111986178808,0.97,0.976,1.55095449074938e-160,"RPS19","Keratinocyte"
"RPS15A",7.23767243012868e-165,-0.76304461916474,0.946,0.961,1.79856159888698e-160,"RPS15A","Keratinocyte"
"CAPNS1",2.81706722405492e-163,1.21694817122529,0.618,0.224,7.00041205177648e-159,"CAPNS1","Keratinocyte"
"RPS27",4.47463434165496e-163,-0.707926397760827,0.955,0.971,1.11194663390126e-158,"RPS27","Keratinocyte"
"RPLP2",8.06843894220444e-161,-0.597979041867919,0.961,0.976,2.0050070771378e-156,"RPLP2","Keratinocyte"
"IER5L",1.29109478569464e-157,1.79136529910213,0.511,0.156,3.20837054245117e-153,"IER5L","Keratinocyte"
"NRP2",1.19080564005954e-156,2.83272066205985,0.338,0.048,2.95915201554797e-152,"NRP2","Keratinocyte"
"RPL36",6.71198544657809e-153,-0.665460947680315,0.943,0.959,1.66792838347466e-148,"RPL36","Keratinocyte"
"LTBP1",1.31851081881206e-151,2.62129189998141,0.331,0.047,3.27649938474797e-147,"LTBP1","Keratinocyte"
"RPL9",8.76227073992817e-151,-0.619386712016146,0.95,0.965,2.17742427887215e-146,"RPL9","Keratinocyte"
"RPL23",1.80772207222856e-148,-0.673502450011136,0.919,0.926,4.49218934948798e-144,"RPL23","Keratinocyte"
"RPL35A",1.89132087372647e-146,-0.647991928406982,0.941,0.956,4.69993237121027e-142,"RPL35A","Keratinocyte"
"TXNIP",2.53145342726276e-146,-1.35963131849512,0.459,0.726,6.29066176674795e-142,"TXNIP","Keratinocyte"
"RPL35",3.96979858665072e-146,-0.543779329205783,0.958,0.966,9.86494948782705e-142,"RPL35","Keratinocyte"
"TNFRSF12A",6.73896106821698e-146,2.00026826393948,0.548,0.208,1.67463182545192e-141,"TNFRSF12A","Keratinocyte"
"TPM4",1.27288697235135e-145,1.29143407656184,0.811,0.575,3.1631241262931e-141,"TPM4","Keratinocyte"
"IGFBP2",2.43122186098454e-143,2.73941147847355,0.411,0.106,6.04158632454658e-139,"IGFBP2","Keratinocyte"
"RPL39",5.81708066056675e-143,-0.657236652164284,0.957,0.963,1.44554454415084e-138,"RPL39","Keratinocyte"
"ACTB",9.84947489240796e-143,0.810721597016917,0.971,0.953,2.44759451076338e-138,"ACTB","Keratinocyte"
"KRT15",4.82321097586725e-138,-4.74865114240676,0.093,0.379,1.19856792750301e-133,"KRT15","Keratinocyte"
"RPS17",7.98011414336555e-136,-1.0170940156263,0.807,0.85,1.98305836462634e-131,"RPS17","Keratinocyte"
"NNMT",5.00908625503283e-135,2.88255873995623,0.413,0.117,1.24475793437566e-130,"NNMT","Keratinocyte"
"LDHB",2.96616436853763e-134,1.40721658750359,0.546,0.216,7.37091845581602e-130,"LDHB","Keratinocyte"
"TPM2",7.90558381193216e-134,2.14646496899962,0.434,0.126,1.96453757726514e-129,"TPM2","Keratinocyte"
"RPL10",6.18039130823908e-133,-0.54528255612296,0.98,0.989,1.53582724009741e-128,"RPL10","Keratinocyte"
"PDLIM7",1.36789690890066e-132,1.59927745772573,0.435,0.121,3.39922381861815e-128,"PDLIM7","Keratinocyte"
"EREG",2.50461989147587e-131,3.05762320379721,0.287,0.039,6.22398043031754e-127,"EREG","Keratinocyte"
"RRBP1",6.41061743822257e-131,1.42285141288177,0.644,0.314,1.59303843339831e-126,"RRBP1","Keratinocyte"
"RPLP1",3.36177941259434e-130,-0.559931054365864,0.988,0.993,8.35402184029695e-126,"RPLP1","Keratinocyte"
"RPS7",1.87957672259881e-129,-0.553328327048257,0.94,0.967,4.67074815565805e-125,"RPS7","Keratinocyte"
"FAM129B",2.95502337819832e-129,1.30439263493079,0.619,0.276,7.34323309482282e-125,"FAM129B","Keratinocyte"
"KRT10",1.9809934891421e-128,-1.15866832399733,0.721,0.838,4.92276882051812e-124,"KRT10","Keratinocyte"
"RPL10A",2.62018771771741e-128,-0.624725378991617,0.937,0.965,6.51116647852776e-124,"RPL10A","Keratinocyte"
"RPS13",2.5956396981837e-127,-0.523128773865367,0.943,0.964,6.4501646499865e-123,"RPS13","Keratinocyte"
"FN1",7.84635374409607e-126,3.54513218480871,0.344,0.079,1.94981890540787e-121,"FN1","Keratinocyte"
"RPL12",9.19988122092797e-126,-0.554086897953789,0.967,0.978,2.2861704834006e-121,"RPL12","Keratinocyte"
"RPS28",3.3570005921007e-125,-0.567553553185635,0.954,0.966,8.34214647137025e-121,"RPS28","Keratinocyte"
"HOMER3",5.25886693779625e-125,1.48949102986163,0.405,0.107,1.30682843404237e-120,"HOMER3","Keratinocyte"
"CXADR",6.92759849568311e-124,-1.37644552585458,0.542,0.728,1.72150822617725e-119,"CXADR","Keratinocyte"
"ECM1",1.0553922827381e-122,2.27035248712798,0.332,0.07,2.62264982260418e-118,"ECM1","Keratinocyte"
"MMP2",2.12341979757514e-122,2.98557665702753,0.339,0.076,5.27669819697421e-118,"MMP2","Keratinocyte"
"SPHK1",2.38264235838693e-122,2.34664424489669,0.293,0.049,5.92086626059151e-118,"SPHK1","Keratinocyte"
"MACF1",4.19720605337282e-121,1.29334261869477,0.69,0.376,1.04300570426315e-116,"MACF1","Keratinocyte"
"RPS27A",1.42656440819303e-120,-0.509913680701512,0.96,0.979,3.54501255435967e-116,"RPS27A","Keratinocyte"
"RPL15",2.81366928314372e-120,-0.512123547339532,0.961,0.973,6.99196816861215e-116,"RPL15","Keratinocyte"
"GATA3",6.29558506036971e-120,-2.98279683052911,0.1,0.364,1.56445288750187e-115,"GATA3","Keratinocyte"
"TUBA1C",4.01232224152516e-119,1.18799367154608,0.815,0.633,9.97062077019003e-115,"TUBA1C","Keratinocyte"
"RPS14",1.0590049462249e-118,-0.526665699378221,0.967,0.976,2.63162729136889e-114,"RPS14","Keratinocyte"
"MCAM",3.01553356786556e-118,2.47257869172677,0.298,0.054,7.49360091614591e-114,"MCAM","Keratinocyte"
"KRT6B",1.28452635359658e-115,1.64536175129329,0.682,0.396,3.19204798868749e-111,"KRT6B","Keratinocyte"
"RPS3A",1.53713683768136e-115,-0.585478027366534,0.962,0.972,3.81978504163818e-111,"RPS3A","Keratinocyte"
"CST3",2.38153212041881e-115,1.0106482406357,0.832,0.677,5.91810731924074e-111,"CST3","Keratinocyte"
"TUBB6",1.29426977821068e-114,1.15885804954565,0.655,0.353,3.21626039885353e-110,"TUBB6","Keratinocyte"
"AKT1",5.34059114045119e-114,1.15370412967891,0.432,0.133,1.32713689840212e-109,"AKT1","Keratinocyte"
"IL18",5.41128688440806e-114,-2.05448263423227,0.257,0.508,1.3447047907754e-109,"IL18","Keratinocyte"
"PRKDC",1.07782369588708e-112,1.15986099906444,0.54,0.221,2.6783918842794e-108,"PRKDC","Keratinocyte"
"DMKN",1.1789282451696e-112,-1.4239108258896,0.461,0.703,2.92963668924645e-108,"DMKN","Keratinocyte"
"SMTN",2.40590381581917e-112,1.54560130870594,0.443,0.149,5.97867098231063e-108,"SMTN","Keratinocyte"
"NXN",8.40305294038001e-112,1.67333925460289,0.358,0.091,2.08815865568443e-107,"NXN","Keratinocyte"
"EIF3E",1.62711320186358e-111,-0.812747426229831,0.827,0.846,4.04337630663099e-107,"EIF3E","Keratinocyte"
"DEGS1",1.96777774781413e-111,-1.572742169119,0.577,0.689,4.88992770331812e-107,"DEGS1","Keratinocyte"
"RPL38",2.62703863865418e-111,-0.564061648386979,0.918,0.921,6.52819101705564e-107,"RPL38","Keratinocyte"
"MAP4",4.96165534903153e-111,1.06207643727431,0.668,0.351,1.23297135423433e-106,"MAP4","Keratinocyte"
"MAP4K4",2.19975606269992e-110,1.48726042035856,0.454,0.156,5.46639381580931e-106,"MAP4K4","Keratinocyte"
"RPL32",2.33593596346148e-110,-0.440438055076608,0.976,0.985,5.80480086920177e-106,"RPL32","Keratinocyte"
"RPL3",6.34426130014455e-110,-0.513969812898535,0.971,0.982,1.57654893308592e-105,"RPL3","Keratinocyte"
"GPRC5A",1.38345791695599e-109,2.33935328985418,0.333,0.081,3.43789292363564e-105,"GPRC5A","Keratinocyte"
"RPL17",5.89332408037293e-108,-0.849805584428972,0.749,0.812,1.46449103397267e-103,"RPL17","Keratinocyte"
"ANKLE2",2.22401672723427e-107,1.54378608392426,0.499,0.197,5.52668156717715e-103,"ANKLE2","Keratinocyte"
"RPS29",2.31204530211304e-107,-0.564664436991694,0.929,0.939,5.74543257575091e-103,"RPS29","Keratinocyte"
"IER2",4.07129718944457e-107,-0.981117185638379,0.789,0.84,1.01171735157697e-102,"IER2","Keratinocyte"
"MBD2",6.77648475220497e-107,0.910615397013406,0.595,0.262,1.68395646092293e-102,"MBD2","Keratinocyte"
"RPL13",3.16117738743725e-106,-0.475007940308437,0.981,0.99,7.85552580778158e-102,"RPL13","Keratinocyte"
"BOD1L1",4.163571699633e-106,1.11589330078908,0.521,0.213,1.0346475673588e-101,"BOD1L1","Keratinocyte"
"RPL11",9.36842493510944e-106,-0.392989667950459,0.973,0.987,2.32805359637469e-101,"RPL11","Keratinocyte"
"MYO1B",2.07774678151621e-105,1.7966432191062,0.389,0.119,5.16320075206779e-101,"MYO1B","Keratinocyte"
"TPM1",3.81810845052433e-105,1.74156705781767,0.493,0.201,9.48799949955296e-101,"TPM1","Keratinocyte"
"COL12A1",3.97912998101816e-105,3.35743392997892,0.277,0.056,9.88813800283012e-101,"COL12A1","Keratinocyte"
"ANXA5",1.42222781926499e-104,1.23960012163907,0.695,0.413,3.5342361308735e-100,"ANXA5","Keratinocyte"
"MT-ATP8",2.178010176953e-104,1.87685649081879,0.315,0.074,5.41235528972819e-100,"MT-ATP8","Keratinocyte"
"HIF1A",2.23509779347181e-104,1.03189285280814,0.663,0.382,5.55421801677744e-100,"HIF1A","Keratinocyte"
"RGS3",1.02608884680775e-103,2.77906364253357,0.288,0.062,2.54983078431725e-99,"RGS3","Keratinocyte"
"KRT1",1.47843887568774e-103,-1.05189791350309,0.304,0.589,3.67392060608403e-99,"KRT1","Keratinocyte"
"MYC",1.67284449490491e-103,-1.74440661465458,0.597,0.702,4.15701856983869e-99,"MYC","Keratinocyte"
"UPP1",1.68127806114179e-103,2.18556501647237,0.321,0.08,4.17797598193736e-99,"UPP1","Keratinocyte"
"SERPINE2",2.00876985066548e-103,2.74210362297397,0.226,0.028,4.99179307890371e-99,"SERPINE2","Keratinocyte"
"RPL18",2.09778515404134e-103,-0.427152986383057,0.955,0.975,5.21299610779273e-99,"RPL18","Keratinocyte"
"RPL36A",2.64862396912217e-103,-0.648422592469172,0.871,0.879,6.58183056326859e-99,"RPL36A","Keratinocyte"
"LRRC59",5.28905844412481e-103,1.38192756616727,0.493,0.2,1.31433102336501e-98,"LRRC59","Keratinocyte"
"COL6A1",1.30108610410393e-102,2.45039321314686,0.449,0.175,3.23319896869826e-98,"COL6A1","Keratinocyte"
"NAV1",6.78438993602891e-102,1.52946401745643,0.371,0.109,1.68592089910318e-97,"NAV1","Keratinocyte"
"EIF3B",1.85173780568242e-101,0.999326986457578,0.57,0.257,4.60156844712082e-97,"EIF3B","Keratinocyte"
"RPS5",4.51089317193433e-101,-0.527595357455903,0.934,0.951,1.12095695322568e-96,"RPS5","Keratinocyte"
"SURF4",6.92390385303606e-101,1.5497286452842,0.548,0.249,1.72059010747946e-96,"SURF4","Keratinocyte"
"EIF4EBP1",7.26986895323634e-101,1.23820703187957,0.5,0.217,1.80656243487923e-96,"EIF4EBP1","Keratinocyte"
"PHLDA1",7.3783134491613e-101,1.1559619879827,0.356,0.101,1.83351089211658e-96,"PHLDA1","Keratinocyte"
"RHOQ",7.42853082964233e-101,1.7494392755436,0.335,0.091,1.84598991116612e-96,"RHOQ","Keratinocyte"
"JUNB",9.53669149269423e-101,-0.903323636254961,0.853,0.87,2.36986783593452e-96,"JUNB","Keratinocyte"
"MAZ",1.09613715750494e-100,1.23799848079427,0.513,0.219,2.72390083639978e-96,"MAZ","Keratinocyte"
"ARHGAP21",1.30823990080886e-100,1.47385882947788,0.323,0.08,3.25097615351001e-96,"ARHGAP21","Keratinocyte"
"COL3A1",2.12342831113636e-100,2.77692684588073,0.588,0.319,5.27671935317386e-96,"COL3A1","Keratinocyte"
"CCL27",1.32756834776489e-99,-4.50888765020661,0.03,0.234,3.29900734419574e-95,"CCL27","Keratinocyte"
"ENO1",2.01681021074742e-99,0.588531477144273,0.887,0.829,5.01177337370735e-95,"ENO1","Keratinocyte"
"COL6A2",2.11911278435573e-99,2.67441921129214,0.426,0.167,5.265995269124e-95,"COL6A2","Keratinocyte"
"IGFBP6",2.30866177397427e-99,1.77590705613783,0.291,0.066,5.73702450832606e-95,"IGFBP6","Keratinocyte"
"CAPN2",3.67988993352032e-99,0.864842697940777,0.515,0.204,9.14452648479798e-95,"CAPN2","Keratinocyte"
"RAB31",3.72983023148887e-99,1.64640056277234,0.381,0.12,9.26862812524984e-95,"RAB31","Keratinocyte"
"HSPA8",5.48062348584963e-99,0.843463799611505,0.873,0.76,1.36193493623363e-94,"HSPA8","Keratinocyte"
"SERPINE1",2.72346786089799e-98,3.74894648640423,0.209,0.025,6.7678176343315e-94,"SERPINE1","Keratinocyte"
"PHC2",3.88587221506689e-98,1.73580843082685,0.326,0.087,9.65639245444121e-94,"PHC2","Keratinocyte"
"SBNO2",7.94460480813152e-98,1.54464493695414,0.38,0.122,1.97423429482068e-93,"SBNO2","Keratinocyte"
"MYH9",9.64622469907327e-98,0.941018755249447,0.7,0.419,2.39708683771971e-93,"MYH9","Keratinocyte"
"RUNX1",1.14560468755323e-97,1.42823989397586,0.402,0.136,2.84682764856978e-93,"RUNX1","Keratinocyte"
"IRAK1",1.68830414841623e-97,1.2413377248504,0.365,0.108,4.19543580881434e-93,"IRAK1","Keratinocyte"
"FBLIM1",1.90903736192288e-97,1.51090910449493,0.428,0.157,4.74395784437835e-93,"FBLIM1","Keratinocyte"
"ATP2A2",2.22112678078214e-97,0.97127958156362,0.588,0.278,5.51950005024362e-93,"ATP2A2","Keratinocyte"
"AQP3",3.33528823297641e-97,-0.909913873662378,0.648,0.828,8.28819125894637e-93,"AQP3","Keratinocyte"
"POLR2J3.1",1.00737782123458e-96,1.303170042275,0.391,0.129,2.50333388576794e-92,"POLR2J3.1","Keratinocyte"
"EEF1A1",1.28767216054996e-96,-0.384149588226102,0.987,0.995,3.19986531896664e-92,"EEF1A1","Keratinocyte"
"GSTP1",1.35346460667726e-96,0.687120579613169,0.919,0.891,3.363359547593e-92,"GSTP1","Keratinocyte"
"ABL2",2.30177330441188e-96,1.85250726831638,0.319,0.083,5.71990666146351e-92,"ABL2","Keratinocyte"
"EPAS1",2.03891438470446e-95,1.34131511863638,0.489,0.206,5.06670224599059e-91,"EPAS1","Keratinocyte"
"CLEC2A",2.05005971843032e-95,-3.55356315689088,0.04,0.245,5.09439840029935e-91,"CLEC2A","Keratinocyte"
"SAT1",3.04339405124044e-95,0.987548830971106,0.839,0.649,7.5628342173325e-91,"SAT1","Keratinocyte"
"FAM20C",3.16140891399617e-95,2.29899809211171,0.259,0.051,7.85610115128048e-91,"FAM20C","Keratinocyte"
"ZFP36L1",3.23686058892185e-95,-1.21939225770712,0.804,0.822,8.04359856347079e-91,"ZFP36L1","Keratinocyte"
"COL1A1",3.90735874161517e-95,2.51979807425706,0.66,0.409,9.70978647291371e-91,"COL1A1","Keratinocyte"
"NUPR1",4.75755079905608e-95,-0.945015234878013,0.668,0.766,1.18225137356544e-90,"NUPR1","Keratinocyte"
"RPL8",6.65065055975034e-95,-0.386649048349025,0.97,0.984,1.65268666409796e-90,"RPL8","Keratinocyte"
"UBE2M",2.64338855180692e-94,0.750800112866202,0.523,0.224,6.5688205512402e-90,"UBE2M","Keratinocyte"
"MFGE8",3.36141627011215e-94,1.46521954657394,0.433,0.161,8.35311943122869e-90,"MFGE8","Keratinocyte"
"SPINK6",4.72431880930353e-94,1.67618221932885,0.255,0.048,1.17399322411193e-89,"SPINK6","Keratinocyte"
"DUS1L",4.74776359960013e-94,1.03365403602186,0.441,0.164,1.17981925450063e-89,"DUS1L","Keratinocyte"
"CD276",6.21292826027373e-94,2.033597226773,0.313,0.082,1.54391267267802e-89,"CD276","Keratinocyte"
"GNAS",7.67966753816758e-94,0.661303538444965,0.839,0.692,1.90839738323464e-89,"GNAS","Keratinocyte"
"HLA-B",8.64954740414753e-94,-0.606047488629295,0.814,0.869,2.14941252993066e-89,"HLA-B","Keratinocyte"
"CTSL",2.19121886451697e-93,1.43808796638368,0.412,0.15,5.44517887832468e-89,"CTSL","Keratinocyte"
"ARHGDIA",2.97105152498419e-93,0.92841410802765,0.709,0.44,7.3830630395857e-89,"ARHGDIA","Keratinocyte"
"FSTL1",3.75554679645124e-93,2.78925180891612,0.294,0.077,9.33253378918134e-89,"FSTL1","Keratinocyte"
"RPS23",5.64852781559801e-93,-0.438205922985435,0.954,0.973,1.40365916217611e-88,"RPS23","Keratinocyte"
"MT-ATP6",5.96110919697423e-93,1.02792593513767,0.896,0.959,1.4813356354481e-88,"MT-ATP6","Keratinocyte"
"DUSP1",1.07238341364404e-92,-0.967047222609463,0.841,0.86,2.66487278290543e-88,"DUSP1","Keratinocyte"
"DBP",1.73260929749901e-92,-1.96881401600635,0.249,0.465,4.30553410428505e-88,"DBP","Keratinocyte"
"MBD3",1.86524917020353e-92,1.11931260486363,0.347,0.101,4.63514418795576e-88,"MBD3","Keratinocyte"
"RAB32",4.86580691861232e-92,1.99299717485614,0.278,0.064,1.20915301927516e-87,"RAB32","Keratinocyte"
"PMEPA1",6.55609811665694e-92,1.56335900086438,0.434,0.171,1.62919038198925e-87,"PMEPA1","Keratinocyte"
"PDLIM5",6.8719841867579e-92,1.04670206020475,0.547,0.251,1.70768807040934e-87,"PDLIM5","Keratinocyte"
"ANXA1",7.91646686624035e-92,0.951891214214851,0.869,0.726,1.96724201626073e-87,"ANXA1","Keratinocyte"
"COL6A3",8.9971993086273e-92,2.97464753529018,0.283,0.072,2.23580402819388e-87,"COL6A3","Keratinocyte"
"ARL4A",1.11410667764478e-91,-1.73127607145423,0.415,0.582,2.76855509394727e-87,"ARL4A","Keratinocyte"
"UBE2G2",2.50345685704158e-91,1.07792533928005,0.452,0.177,6.22109028974833e-87,"UBE2G2","Keratinocyte"
"HDLBP",8.9193112475894e-91,0.871267727564152,0.675,0.394,2.21644884502597e-86,"HDLBP","Keratinocyte"
"IGFBP4",1.37504658835609e-90,2.13667519894642,0.406,0.16,3.41699077206488e-86,"IGFBP4","Keratinocyte"
"PIEZO1",1.66474651819918e-90,1.43985635906322,0.318,0.088,4.13689509772497e-86,"PIEZO1","Keratinocyte"
"RPS4X",2.69652323307773e-90,-0.438692933777218,0.971,0.983,6.70086023419816e-86,"RPS4X","Keratinocyte"
"CKAP4",5.26554825174554e-90,1.13839658141,0.611,0.336,1.30848874055877e-85,"CKAP4","Keratinocyte"
"NCLN",6.7374958223475e-90,1.26071708566572,0.311,0.082,1.67426771185335e-85,"NCLN","Keratinocyte"
"MFSD12",1.43010655130621e-89,1.4962381995048,0.268,0.059,3.55381477999594e-85,"MFSD12","Keratinocyte"
"ACTG1",1.55309681230186e-89,0.498197660611487,0.976,0.968,3.85944557857011e-85,"ACTG1","Keratinocyte"
"RPL27",2.12900023069527e-89,-0.48890991039387,0.92,0.927,5.29056557327774e-85,"RPL27","Keratinocyte"
"LRP1",5.72326002103838e-89,1.67881125100585,0.322,0.091,1.42223011522804e-84,"LRP1","Keratinocyte"
"MAP3K20",6.50292820719872e-89,1.23406678370722,0.451,0.179,1.61597765948888e-84,"MAP3K20","Keratinocyte"
"CD248",6.98076788979736e-89,2.48331493522493,0.239,0.046,1.73472082061464e-84,"CD248","Keratinocyte"
"ACTA2",7.40176381539121e-89,2.23187330309318,0.377,0.13,1.83933830812472e-84,"ACTA2","Keratinocyte"
"GATM",8.58730787510057e-89,-2.68215592245644,0.104,0.317,2.13394600696249e-84,"GATM","Keratinocyte"
"RRP7A",1.30231773691777e-88,1.34094801821933,0.377,0.126,3.23625957624065e-84,"RRP7A","Keratinocyte"
"TLN1",5.06758372111907e-88,1.20865890310581,0.509,0.23,1.25929455469809e-83,"TLN1","Keratinocyte"
"STEAP4",8.41574223637278e-88,1.99548287004702,0.309,0.09,2.09131194573864e-83,"STEAP4","Keratinocyte"
"NOP53",8.45644975185813e-88,-0.730139291334803,0.794,0.832,2.10142776333675e-83,"NOP53","Keratinocyte"
"GLIPR1",1.0277170520445e-87,2.15021387664898,0.222,0.039,2.55387687433058e-83,"GLIPR1","Keratinocyte"
"AEBP1",1.97003047214409e-87,2.65510045417142,0.266,0.064,4.89552572327806e-83,"AEBP1","Keratinocyte"
"RPL19",2.01834869818262e-87,-0.412757603477255,0.957,0.98,5.0155965149838e-83,"RPL19","Keratinocyte"
"TRPS1",2.21228912658481e-87,1.07744369943318,0.465,0.189,5.49753847956325e-83,"TRPS1","Keratinocyte"
"DNM1L",2.23993808499773e-87,1.16683189597366,0.394,0.136,5.56624614121936e-83,"DNM1L","Keratinocyte"
"TMEM238",6.27022706511548e-87,1.23039053736173,0.304,0.081,1.5581514256812e-82,"TMEM238","Keratinocyte"
"B4GALT2",9.02788854165407e-87,1.03018339767339,0.361,0.116,2.24343030260104e-82,"B4GALT2","Keratinocyte"
"SCD",9.9299980050782e-87,1.68448913404473,0.24,0.048,2.46760450426193e-82,"SCD","Keratinocyte"
"RPS18",1.1378811215069e-86,-0.405931592258757,0.989,0.993,2.82763458694464e-82,"RPS18","Keratinocyte"
"TOMM40",2.37973514421958e-86,1.01163427073873,0.52,0.241,5.91364183338566e-82,"TOMM40","Keratinocyte"
"RPL23A",3.03390629805366e-86,-0.415715793777292,0.948,0.958,7.53925715066335e-82,"RPL23A","Keratinocyte"
"SRGAP1",5.18619184080925e-86,1.99279270752645,0.221,0.038,1.2887686724411e-81,"SRGAP1","Keratinocyte"
"ZG16B",6.32645738281812e-86,-2.05450940331803,0.033,0.22,1.5721246596303e-81,"ZG16B","Keratinocyte"
"FAT1",8.32086278193227e-86,1.19245648984856,0.397,0.143,2.06773440131017e-81,"FAT1","Keratinocyte"
"PRSS23",8.9674497252319e-86,1.87905292416447,0.336,0.108,2.22841125672013e-81,"PRSS23","Keratinocyte"
"PITX1",1.05094801662958e-85,1.28327992454379,0.281,0.069,2.6116058213245e-81,"PITX1","Keratinocyte"
"MRC2",1.47145394441941e-85,1.70410321021227,0.331,0.101,3.65656305188222e-81,"MRC2","Keratinocyte"
"DGKH",1.85052800298882e-85,1.70121815890926,0.307,0.087,4.59856208742722e-81,"DGKH","Keratinocyte"
"ADAP2",3.04319373699582e-85,2.27201591852535,0.244,0.052,7.56233643643462e-81,"ADAP2","Keratinocyte"
"DYNC1H1",4.75238172747949e-85,0.963737055169277,0.656,0.38,1.18096685927865e-80,"DYNC1H1","Keratinocyte"
"CSNK1G2",4.98949448611583e-85,1.06478618686702,0.382,0.131,1.23988937979978e-80,"CSNK1G2","Keratinocyte"
"TGFBR1",5.79755386531816e-85,1.39676745376875,0.288,0.074,1.44069213553156e-80,"TGFBR1","Keratinocyte"
"SEPT11",1.10296076343965e-84,2.41711360497751,0.233,0.047,2.74085749714754e-80,"SEPT11","Keratinocyte"
"MT-ND6",1.22597245759097e-84,1.92251172782584,0.251,0.055,3.04654155711356e-80,"MT-ND6","Keratinocyte"
"EIF1",1.28641146712282e-84,-0.468312919360962,0.933,0.952,3.19673249580022e-80,"EIF1","Keratinocyte"
"MMP1",1.37072203549869e-84,4.4592747439241,0.146,0.006,3.40624425821424e-80,"MMP1","Keratinocyte"
"CALU",1.88213046074761e-84,2.01983141404445,0.452,0.203,4.6770941949578e-80,"CALU","Keratinocyte"
"NRIP1",2.51072857870596e-84,1.32661035728605,0.322,0.097,6.2391605180843e-80,"NRIP1","Keratinocyte"
"SERPINB1",3.52907979890135e-84,1.20003028156635,0.531,0.269,8.76976330026985e-80,"SERPINB1","Keratinocyte"
"DIAPH1",5.07709256716216e-84,1.13492166858847,0.454,0.185,1.2616575029398e-79,"DIAPH1","Keratinocyte"
"SEC61A1",6.11131736894326e-84,0.951079431233773,0.501,0.223,1.5186623661824e-79,"SEC61A1","Keratinocyte"
"MTHFD1L",6.78844168282661e-84,2.18231638630576,0.199,0.029,1.68692775818241e-79,"MTHFD1L","Keratinocyte"
"RPL37A",7.60411552499684e-84,-0.39544191799331,0.964,0.969,1.88962270796171e-79,"RPL37A","Keratinocyte"
"CLIC4",1.36873391734942e-83,1.16397322162115,0.519,0.244,3.40130378461331e-79,"CLIC4","Keratinocyte"
"BTG1",1.40636523716218e-83,-0.793380367003291,0.798,0.825,3.49481761434801e-79,"BTG1","Keratinocyte"
