TF,diff_AS_vs_Control,pvalue,padj
APEX1,-0.869609285370942,1.171226530171303e-18,8.019208675046758e-18
IRF6,-0.8723331687206872,1.3982677590367309e-18,9.488245507749246e-18
JUN,-1.6836980959521277,1.520087923108364e-18,1.0223600190817316e-17
ZNF354C,0.6927773541723947,1.543730542924151e-18,1.0291536952827674e-17
SUPT20H,0.4575905390015207,2.7392603686566293e-18,1.8102938088513376e-17
TEF,-0.9437382924171878,3.2983271033552006e-18,2.1609729297844418e-17
NAB2,-1.210095363426534,3.4148964457148692e-18,2.2182233322592313e-17
LYL1,0.8392753648254789,4.014026293654932e-18,2.5853050704896168e-17
IRF5,-0.9345010755141931,4.7248612168571664e-18,3.0175584242112995e-17
ESRRG,-0.7522172887141715,5.019499332089631e-18,3.1790162436567666e-17
ETV7,-0.7028737565286742,5.128177703178689e-18,3.2210041772031436e-17
HDAC5,-0.5610351919155434,5.230139300098072e-18,3.25811956399552e-17
HOXA7,-0.8953310477535501,5.380340126798009e-18,3.324437801923973e-17
ZBTB4,-1.2950277600198508,5.689702977010242e-18,3.4872373084901483e-17
FOXA3,0.21543503239464873,7.572025524981721e-18,4.603791519188886e-17
SOX5,0.49516083476515793,7.780405068472311e-18,4.692942739713458e-17
EGR1,-1.334475540037983,9.310028450312098e-18,5.571355608060783e-17
ERG,0.6696664914574129,9.451495457060057e-18,5.611825427629409e-17
RFXANK,1.4209133889489973,1.2986245176051996e-17,7.650811111472494e-17
PA2G4,-0.7034694224616559,1.5201614533354254e-17,8.887097727191718e-17
IKZF2,0.19110453135275907,1.7147806147331675e-17,9.94834555112372e-17
DMAP1,-1.0788190646063565,1.7855714161477475e-17,1.0269360104529128e-16
EPAS1,-0.8777942976754571,1.7971380182925973e-17,1.0269360104529128e-16
PBX1,-0.6927154460017492,2.0273633653323383e-17,1.1498478788452068e-16
SOX17,0.7187467936421588,3.086190793593992e-17,1.7374111134306918e-16
TOX3,0.9872825968919368,5.1793257579152644e-17,2.894329100011471e-16
SNAI2,0.9599487211895843,6.098106166427478e-17,3.3828910120327615e-16
SOX7,0.1879369548954008,7.924054351169579e-17,4.363971961513681e-16
JUNB,-1.3520931583448892,9.094397302380547e-17,4.972476222884327e-16
EGR3,0.6854982978708092,1.2574947950507147e-16,6.826400315989594e-16
ZNF217,0.5004976171902438,1.3041014463654282e-16,7.02919928537394e-16
IRX1,-0.5361170812857213,1.6041577928826107e-16,8.585633257681578e-16
MAX,-0.9054449669304607,1.741941793748637e-16,9.257872470272476e-16
IRF3,-0.8286648930534313,1.8568436421904247e-16,9.800008111560575e-16
NR2F2,-0.5587538186183605,2.0649438569692908e-16,1.0823154008942488e-15
RCOR2,-0.87073537763998,2.1921590225636592e-16,1.141123874759165e-15
NPM1,-0.8291651986731536,2.825161673392632e-16,1.4606278039308847e-15
NEUROD1,0.6097487565850351,4.1952565297528823e-16,2.1543209206839125e-15
HAND2,0.581816521860973,5.211735573027514e-16,2.6583349231549737e-15
NR1D1,-0.5884591582745998,6.122001153939026e-16,3.101813917995773e-15
E4F1,-0.9011900562469193,8.456707121243268e-16,4.256355902082704e-15
EP300,-0.7909838932475244,1.0002403735365242e-15,5.001201867682621e-15
KAT6B,0.43485803962415825,1.0151263470048212e-15,5.009714439764053e-15
TCF7L2,-0.9625419771132078,1.0108974577754582e-15,5.009714439764053e-15
HINFP,-0.6428937158606776,1.1335845027750935e-15,5.558220787800458e-15
ERF,0.856018213756703,1.3631350869134174e-15,6.6409145259884435e-15
ZNF804A,0.4570840586752665,1.560309583531418e-15,7.553090977604317e-15
FLI1,-0.768529228182065,1.625329655411052e-15,7.818041380458225e-15
TFAM,-0.6937452306808849,1.6583044977209534e-15,7.926486907345436e-15
CRX,0.3622810112095365,2.6535173162161374e-15,1.2604207252026654e-14
PGR,-0.9532315293816579,4.201303814277884e-15,1.9832241607771378e-14
POU5F1,-0.6404819865956671,4.4723021713647145e-15,2.0981170680476437e-14
JDP2,0.810913080018619,5.621993951707091e-15,2.621297793433981e-14
HIF3A,0.9366010282552464,6.109521344578378e-15,2.831241598707053e-14
ZIC2,0.30971600169011804,8.240667935504336e-15,3.7957015945353306e-14
MEOX2,-0.6855185515990707,9.287691669042646e-15,4.252196185826753e-14
ETV2,0.5511959018607863,1.0455649933287468e-14,4.758259849879327e-14
PAX5,-0.7038142917372829,1.0724601953298195e-14,4.85160564553966e-14
PITX1,-0.6414499016831506,1.140240685019658e-14,5.1277095894375156e-14
NFIC,0.7430826399171515,1.344768263522732e-14,6.011905178101626e-14
HSF2,1.2581931318431527,1.510491741343704e-14,6.71329662819424e-14
IRF4,0.6332101509937738,1.5419777324474562e-14,6.813389980581782e-14
MSX2,-0.5807392784770663,1.9173799094355046e-14,8.423171856479673e-14
SIX4,-0.8346548692504143,1.968025328767475e-14,8.595972700363684e-14
ARID1A,-0.8093380056707092,2.596672015615336e-14,1.1276975610672316e-13
MEIS1,-0.6877815211639546,2.7017574191929078e-14,1.1666679764696647e-13
FOXG1,-0.6146204140057598,3.22682104063762e-14,1.3855276784658708e-13
SMARCA4,-0.8421184576723835,3.2912443549820265e-14,1.405250398756371e-13
SREBF2,-0.5415955087400215,4.647435528035758e-14,1.9732128498922772e-13
RFXAP,1.362799881700411,5.948361491720563e-14,2.5115304076153487e-13
PKNOX1,0.4947490403748782,6.279476343180968e-14,2.636686199346705e-13
HOXD3,-0.7631619474443732,6.853489443663884e-14,2.861896690760743e-13
GLI1,0.48753774382299897,7.0011896735386e-14,2.9075978972072876e-13
ATF6,-1.0610985315243187,8.214495623803587e-14,3.392943844614525e-13
NFKBIZ,0.33357933895021985,8.602014755351916e-14,3.533800656252679e-13
NR1I2,-0.6286459894285579,9.031757544488062e-14,3.690395555812326e-13
HOXA13,0.14296249316270393,9.39236779632837e-14,3.817218997438268e-13
PAX6,0.493149938904912,1.0250925218797215e-13,4.143991045896747e-13
BTG2,-0.8625008203834976,1.0417368878303549e-13,4.188994892862803e-13
NCOR2,-0.6052269560557997,1.052666471880838e-13,4.210665887523352e-13
HIPK2,0.7013718208214166,1.2108221162769403e-13,4.817930933876831e-13
NR1H3,0.6026091605435759,1.387732156773775e-13,5.493106453896193e-13
RFX5,1.0462183490605295,1.4181169225567078e-13,5.584294617321751e-13
KLF6,-1.0887643222090424,1.54541437673477e-13,6.023153468299615e-13
FOXA1,0.678216896154989,1.5431272841391758e-13,6.023153468299615e-13
TP63,-0.834776285975793,1.803980453146751e-13,6.995026246895564e-13
KLF17,0.8377247414962694,1.935861982677924e-13,7.468300034696561e-13
VENTX,-0.6057682846320057,2.201936710878227e-13,8.451878284179055e-13
ZEB2,0.8335493928677193,2.355392676689091e-13,8.995469519013616e-13
FOS_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL2_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL1_JUN,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOS_JUN,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOS_JUNB,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSB_JUN,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSB_JUNB,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL2_JUN,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL2_JUNB,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSB_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
JUN_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
JUNB_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
JUN_JUNB,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL1_JUNB,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
FOSL1_JUND,-1.0646048198008202,2.6826563529064757e-13,9.527190786022997e-13
TWIST2,0.7055336624102395,3.077804339686454e-13,1.087968045656607e-12
SMAD4,0.8554163975802123,5.197494682616926e-13,1.8287481290689184e-12
NR2F1,-0.4583937248450174,5.444127525467024e-13,1.9066990411773907e-12
IRF7,-0.5442902857088785,6.143966941663266e-13,2.1419334292037075e-12
HLF,0.5845510666996037,6.395701366527375e-13,2.219512802995801e-12
ETV3,0.5746355066631156,9.611989519280122e-13,3.320505470296769e-12
PHOX2A,0.3765840337451088,1.025776272397444e-12,3.527556411864513e-12
EBF1,0.3199806508264168,1.7023887584378169e-12,5.827997551408742e-12
MBD1,-0.5632100662462287,1.8623598598018048e-12,6.3470560244366435e-12
TFAP2D,0.2577818357686696,1.8809014911261735e-12,6.381630059178089e-12
HDAC7,0.6969982330881164,1.9217890504003497e-12,6.4913763480189594e-12
HMGA1,0.7546119418936477,1.9836381557985114e-12,6.670641585871101e-12
POU2F2,0.509624620727683,2.4216425087005676e-12,8.107701791244191e-12
NCOR1,-0.5833833916611113,2.679051754473041e-12,8.930172514910137e-12
TRERF1,-0.37475793600149176,3.959538647385747e-12,1.3140826952022567e-11
NR6A1,0.2478390053606488,4.348276447928373e-12,1.4368217827937233e-11
JUND,-1.0383711864743903,5.6863592034480914e-12,1.87083679420803e-11
TP73,-0.8064005405275578,5.9422833004932e-12,1.9466100467132896e-11
HOXA10,-0.44972744244898005,6.2163580667892825e-12,2.0276532750042293e-11
FOXQ1,-0.4519191788065654,7.50998362580272e-12,2.4391399810299432e-11
KDM5C,-0.3850489753316494,7.68362448902269e-12,2.4849168560243588e-11
HIF1A,-0.873820446426115,9.351778743060903e-12,3.011589764714528e-11
ZNF436,-0.4805173255856865,1.0164149712028885e-11,3.2593897810725536e-11
POU4F1,0.6073913420624772,1.25643442765148e-11,4.012143550483718e-11
ZBTB32,0.3189167995670047,1.5861921922394528e-11,5.043958435573156e-11
ATF5,-0.8053469985652195,1.748280344226562e-11,5.53622109005078e-11
STOX1,0.2172384027185445,1.778832647313574e-11,5.609596730117495e-11
KLF11,0.5539633370535146,2.805124359285032e-11,8.80948145891167e-11
KAT7,-0.6919472855463602,3.013099648045472e-11,9.42368614203522e-11
SP3,-0.690365064758176,4.624692996429508e-11,1.4404781464288632e-10
MEIS2,-0.6899298296279891,5.0047012473434386e-11,1.5524787542779646e-10
ASCL2,0.5433366917688887,5.129428948431985e-11,1.5847016263448408e-10
ZKSCAN7,-0.4935737410117683,5.4467809166461124e-11,1.6759325897372653e-10
ING4,0.7887740905187988,6.748904857768022e-11,2.0682127789934258e-10
PRDM4,-0.5088232686388723,8.770546928902159e-11,2.6769540827171245e-10
FOSL2,-0.6421352239783361,9.595290935081363e-11,2.916968444264734e-10
POU4F3,-0.29178073580068115,9.854087271889625e-11,2.9837076998550257e-10
NFIX,0.49529477880938866,1.0691569937327192e-10,3.2244417271304233e-10
MSX1,0.416256516545058,1.1056629555328545e-10,3.3213590759089704e-10
CREBZF,0.354967142620242,1.230286007140669e-10,3.678172368874961e-10
ZNF384,0.4786486720220767,1.2341236237672566e-10,3.678172368874961e-10
SMAD1,0.8054096917729092,1.299833371814774e-10,3.858880322575111e-10
MYCN,-0.581282395577114,1.355202977560914e-10,4.0076041359778e-10
NRG1,-0.5624419226398477,1.3921881598658732e-10,4.1010193856514094e-10
