TF,diff_AS_vs_Control,pvalue,padj
EWSR1,-0.06322951206186264,0.2555714123339189,0.291205807157089
IKZF3,0.2542541338284076,0.25613787632225904,0.29141435030676177
MSX1,0.09311296601198843,0.26233049597118097,0.29801371739625937
PPARGC1B,0.17949033787015653,0.26561058004840443,0.3008405973722613
MAFK,-0.06431879172269941,0.26551370564878385,0.3008405973722613
JDP2,-0.06574094683346487,0.26794286958420144,0.3030306263154659
CXXC1,-0.059721813826581815,0.2787121810755061,0.3145007374386404
BCL11B,0.0890908349053427,0.2789124960968995,0.3145007374386404
ATF7,0.04815557697698153,0.282332836818884,0.3178858607145953
FOXP3,0.0671629671231645,0.29807533160488453,0.335114278135669
IRF5,0.04441908247146764,0.3018630676241826,0.3388713905382256
NR1H3,0.07202000546005138,0.3044059465396177,0.3412220049706629
CRX,0.05130349105564391,0.30910472933179833,0.3459787839354444
E2F5,0.05288535957339413,0.31093293951950407,0.34751328534532805
