"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
3.61866189576558,3.46633406015383,12.0185982474713,4.99695249840142e-11,7.19313377001289e-09,15.4367315368775,"RRM2"
-2.31677146892139,3.0908376640958,-11.9738155852562,5.36177596799821e-11,7.65503391890106e-09,15.3670045645207,"ABCA5"
1.10785813096591,4.23056511075885,11.9615747101391,5.46624078382233e-11,7.72900200896638e-09,15.3479080807166,"MGAT2"
3.24348118000939,4.41202953138354,11.9574020646762,5.50233235223235e-11,7.72900200896638e-09,15.3413948383314,"TYMS"
1.78862504834569,1.36356717426407,11.9463422504515,5.5991987070083e-11,7.80214744629365e-09,15.3241221137887,"DIAPH3"
-1.65586483303729,1.11880310037791,-11.9298448057432,5.74699765030707e-11,7.94454008516258e-09,15.2983327324599,"CFAP70"
-3.72426948544622,7.11332686777441,-11.924530255696,5.7954694264285e-11,7.94846350153793e-09,15.2900186126328,"MFAP4"
1.85081411814222,8.96924717459827,11.910766690647,5.92298723357981e-11,8.05988997144478e-09,15.2684726672776,"PKM"
1.26219193986941,3.27635961125016,11.8854288713931,6.16542519768499e-11,8.29800651919786e-09,15.2287546262128,"AVEN"
1.95312378668172,6.45804782256773,11.8825869893449,6.19325322939328e-11,8.29800651919786e-09,15.2242955434473,"PLOD1"
2.10023217995431,1.75003764744155,11.8718749874869,6.29932568722359e-11,8.34295037032179e-09,15.2074799322606,"TMSB15A"
-1.91304286708288,3.63777310850638,-11.8695502480471,6.32259414905544e-11,8.34295037032179e-09,15.2038289383422,"PILRB"
2.17266857474633,2.19522111514441,11.8604284581958,6.41476141024414e-11,8.40092588297988e-09,15.1894975595466,"CDC6"
1.58612785842713,6.33402022157678,11.8426739325171,6.59818208242825e-11,8.54218695493773e-09,15.1615773431663,"SSR3"
-2.39247862158602,3.40055889467837,-11.8405287777318,6.62070983417496e-11,8.54218695493773e-09,15.1582016275613,"RAI2"
-5.05814901624489,3.47006257470857,-11.8053765519512,7.00147895548259e-11,8.96704120930851e-09,15.1028133288369,"CILP"
1.93696530812376,4.18154206256267,11.7692031925186,7.41714493411118e-11,9.43006061768968e-09,15.0456758040652,"SEMA6B"
-2.73839617056445,3.02950113801179,-11.7552261363173,7.58455356962536e-11,9.57302565766192e-09,15.0235601843243,"AC068888.1"
-3.33666080762576,1.89383289993974,-11.7167865105405,8.06552373190261e-11,1.00734951873085e-08,14.9626278275722,"GDF10"
-3.38072027826095,2.52058196421127,-11.714374986638,8.09673513734755e-11,1.00734951873085e-08,14.9587998223172,"ABCA9"
-2.55751227085281,1.73392682821098,-11.7006677742767,8.27654317051465e-11,1.02241722655336e-08,14.9370291532309,"MCOLN3"
2.19335992300354,2.05806657357518,11.6756567441687,8.61540861567889e-11,1.05108672818857e-08,14.8972518897168,"BUB1"
-1.32251221211652,1.43153981370973,-11.6724121394583,8.66041377635700e-11,1.05108672818857e-08,14.8920866685283,"RGS9"
