,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AOX1,28.58944262916583,-3.0259635711016855,0.5854199430955596,-5.168876815335534,2.355050557864357e-07,2.092551940128131e-05
REPS2,71.39614813486006,1.6559496726314615,0.3206269050946307,5.164724626408755,2.40793152898271e-07,2.1258594496927363e-05
CMTM5,7.4668690952488035,2.590275376052341,0.501626871831602,5.163749235750484,2.4205191838676016e-07,2.1258594496927363e-05
ETF1,663.4164341933428,-0.6340275914988133,0.12283243478274744,-5.1617277848494325,2.446809212418101e-07,2.1365988030735992e-05
NFIC,2414.77186925535,0.4869688630916799,0.09445602991790518,5.155508478547325,2.529435958766773e-07,2.1961285690001345e-05
KIF26B,322.7943744661685,1.476208201897162,0.2865166066164598,5.15226052454705,2.573651576381506e-07,2.209269042459921e-05
ELF3,446.78571458272955,-3.0903689586245067,0.5997678752229204,-5.152608344479746,2.5688811115065756e-07,2.209269042459921e-05
GRID1,6.341830620003333,1.9729103121319462,0.38318628971286384,5.148697552854314,2.6230143010859636e-07,2.2264848765754263e-05
MAGEE1,21.42631062373381,1.2121237098741182,0.23538464134321896,5.149544604767551,2.6111967261656976e-07,2.2264848765754263e-05
GADD45A,1382.5810720216402,-1.786312228522208,0.3474215728390639,-5.1416272568361245,2.723690721614516e-07,2.299097601345053e-05
TMEM45B,14.837900517899882,-2.7205974385387552,0.5315995301158679,-5.1177574177798295,3.0918991380043315e-07,2.58122612652955e-05
CREB3L2,1352.7335107225329,0.7305796789411104,0.1427413398490564,5.118206678693579,3.0845448545468454e-07,2.58122612652955e-05
PCDHB16,188.03189150001057,0.7735191023714378,0.15159447019297131,5.1025548714724955,3.350985421923154e-07,2.7803681749383432e-05
CTSC,1413.0847145487867,-1.1725426203540166,0.22983592842586745,-5.101650679180974,3.3670379372690217e-07,2.7803681749383432e-05
CCL4,118.32196720311136,2.857310200632671,0.5623714824198254,5.080823423581091,3.758023173616479e-07,3.069860435480042e-05
MOGS,124.20836050607112,-0.7380514939086305,0.14523959806281841,-5.081613442564139,3.7424240262494316e-07,3.069860435480042e-05
BCAN,54.96685546593383,2.294872095077186,0.45216998153872157,5.075242030149374,3.870030775996226e-07,3.1186040134015295e-05
RAC2,17.695218475728353,2.7214309884473584,0.5362648912098689,5.074788659588603,3.8792691755488286e-07,3.1186040134015295e-05
ZNF827,182.42936596051413,0.8454743340716491,0.1665829132539276,5.075396495094703,3.866888072502683e-07,3.1186040134015295e-05
MORC1,4.535738585000659,5.110017073265856,1.0071992194783876,5.07349189161629,3.9058112518213797e-07,3.1234155873775814e-05
ASL,126.96480378098288,-0.9611495981959076,0.18958321519633028,-5.069803237594381,3.98227184081629e-07,3.155146935733026e-05
