source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
CD133+_progenitor,SOX9+LGR5+_stem,EFNA4,EPHA1,0.054194406,0.0,0.0029189666,0.17189323329347278,0.03757726327611471,0.020553445,0.2718167,0.4425270526479717,0.0023778069900716606
Decidualized_stromal,Basalis_fibroblast,DCN,EGFR,1.6149601,0.0,1.920035,1.6435470730371955,1.5357226136659587,0.073545985,0.90542483,0.0009156190028870864,0.002410243185686415
CD133+_progenitor,Basalis_fibroblast,GSTP1,EGFR,1.6063445,0.0,1.9065005,1.1558381321985964,1.1813193887413886,0.03159099,0.9051215,0.022727280605293988,0.002498276559401309
SOX9+LGR5+_stem,NKT_cells,LGALS1,PTPRC,1.6057765,0.0,2.2042892,0.631944954074021,0.3508805349847266,0.011851102,0.91117287,0.1125726350558533,0.0025087358815416363
Decidualized_stromal,SOX9+LGR5+_stem,COL3A1,ITGA2_ITGB1,2.013254,0.0,1.9031204,1.5888520796981784,2.1371388855903475,0.08895223,0.90504533,0.0003058472858082602,0.0025244656371407087
Secretory_glandular,SOX9+LGR5+_stem,TNFSF12,TNFRSF25,0.0547405,1.0,0.0029204276,-0.07028631793742016,-0.08288156326133952,0.0028499325,0.27186623,1.0,0.0025362826974726117
Smooth_muscle,CD133+_progenitor,TIMP1,CD63,1.602561,0.0,2.4745002,0.27763427365806936,0.29499484749769156,0.007501462,0.91574246,0.4187947406043817,0.002540243983480116
NKT_cells,CD133+_progenitor,CCL5,SDC4,1.6047635,0.0,1.8961374,1.7372761179141483,2.756173892061422,0.15435833,0.90488726,8.138553582382638e-06,0.002556070356630649
Basalis_fibroblast,B_cells,TIMP1,CD63,1.6661397,0.0,1.8898127,0.3039477646824983,0.21847084575653997,0.005728978,0.9047434,0.6997764831514989,0.00258786995174774
Basalis_fibroblast,Basalis_fibroblast,LAMA2,RPSA,1.5978221,0.0,2.1872835,1.0451293640114718,0.9740808238418766,0.03286211,0.9108589,0.03978926208561283,0.002625214644741141
SOX9+LGR5+_stem,Basalis_fibroblast,GSTP1,EGFR,1.5973443,0.0,1.8923618,1.1465548011532527,1.1755459002593445,0.03135671,0.9048014,0.02358262523407434,0.002630571425774887
Basalis_fibroblast,Erythrocytes,PTN,NCL,1.5970156,0.0,2.5309212,0.8947674226310555,1.0895536767758762,0.019132392,0.91660815,0.07556792805553825,0.0026413006061457907
Decidualized_stromal,Basalis_fibroblast,APOE,LRP1,1.5965133,0.0,2.3068037,1.7799004334159867,1.769661881251615,0.093998365,0.91299534,0.00021613949130632295,0.0026574351193105502
Pericyte,SOX9+LGR5+_stem,PTN,NCL,1.5955843,0.0,2.54274,0.8848857751422565,1.0345865064862076,0.019221738,0.916786,0.07556792805553825,0.0026844336621802507
CD133+_progenitor,SOX9+LGR5+_stem,SEMA3F,NRP2_PLXNA1,0.05513048,0.0,0.0029367078,0.1066596428930216,0.034031324675314854,0.012684594,0.2724168,0.5248843180803453,0.0026947530811146213
NKT_cells,SOX9+LGR5+_stem,CCL5,SDC4,1.5990617,0.0,1.8684398,1.7271708066068074,2.6494819064625035,0.15210356,0.9042521,9.027777802292644e-06,0.0027061299162102087
Basalis_fibroblast,Lymphatic_endothelium,COL1A1,CD93,1.5925808,0.0,2.2007785,1.5093369276241844,1.7821531012224083,0.09582343,0.9111083,0.00018849557739760648,0.002711567029775583
Basalis_fibroblast,Lymphoid_immune,PTN,NCL,1.5921142,0.0,2.5138953,0.8890675000609296,1.1132498679062766,0.019003686,0.9163498,0.07556792805553825,0.002717010110385927
Macrophages,Basalis_fibroblast,PSAP,LRP1,1.591656,0.0,2.2960737,1.5352466164905612,1.8148763957557632,0.05079521,0.91280997,0.0008493005154357374,0.002722458006965736
Basalis_fibroblast,Macrophages,MIF,CD44_CD74,1.5903046,0.0,2.4393077,0.4107131072396721,0.5549458267391283,0.009190201,0.9151882,0.24430581085022557,0.0027388351974881415
Basalis_fibroblast,Secretory_glandular,COL6A2,CD44,1.6138515,0.0,1.8599623,1.0038369870773767,0.9974132481024126,0.016499314,0.90405506,0.06914908474355375,0.0027443052363089037
Decidualized_stromal,Basalis_fibroblast,SPARC,FGFR1,1.5985792,0.0,1.8597474,1.3085668316851196,1.5086312665515798,0.043733098,0.90405005,0.00423742138372952,0.0027497800872648614
Macrophages,Basalis_fibroblast,HLA-A,APLP2,1.6465151,0.0,1.8587188,0.203245991012943,0.17656087613536176,0.005810963,0.90402603,0.7515127429690711,0.0027607471193761652
SOX9+LGR5+_stem,B_cells,HMGB1,CXCR4,1.5888813,0.0,1.9705081,0.5809431555737635,0.8608692056627943,0.01685002,0.90652996,0.07556792805553825,0.0027717351328188124
B_cells,Basalis_fibroblast,CD99,CD81,1.5852208,0.0,2.395358,0.44401493649686163,0.7025557265894622,0.008641971,0.9144799,0.2920605643652743,0.0027882578669960233
Lymphatic_endothelium,Basalis_fibroblast,HLA-A,APLP2,1.6420262,0.0,1.8522248,0.1986049911775673,0.21046701769798937,0.005790661,0.9038741,0.7572404492180094,0.002804829105093779
Basalis_fibroblast,Glandular_epithelium,PTN,NCL,1.5830593,0.0,2.4824424,0.878537990058437,1.0668921555178386,0.018765919,0.915866,0.07556792805553825,0.002815903345829261
CD133+_progenitor,B_cells,MIF,CD44_CD74,1.5813992,0.0,2.408841,0.383446534541512,0.4131789348674353,0.009075416,0.91469914,0.25304410498254076,0.002826999139165806
Glandular_epithelium,SOX9+LGR5+_stem,EFNA4,EPHA1,0.054812476,0.0,0.002991213,0.17528780632703267,0.04322731580678372,0.021062156,0.2742431,0.4246360560845426,0.0028532176175317062
Basalis_fibroblast,Macrophages,COL4A1,CD44,1.5794559,0.0,2.3983014,1.0301726589667393,1.4018883188832976,0.027201127,0.9145279,0.038775419628122865,0.002860416409571384
CD133+_progenitor,Lymphatic_endothelium,LGALS3,ENG,1.5741911,0.0,2.441259,1.29231628960628,1.4081029141000727,0.04264003,0.91521925,0.006437923807230179,0.002882801932559664
CD133+_progenitor,Lymphoid_immune,MIF,CD44_CD74,1.5739233,0.0,2.3806615,0.3753917795837475,0.325785607571601,0.008969249,0.9142389,0.2616864081771425,0.002894027009568727
Erythrocytes,SOX9+LGR5+_stem,VIM,CD44,1.7009664,0.998,1.831499,-0.07132847286864083,-0.3091884456373598,0.0037756104,0.90338415,1.0,0.0028996479235251986
SOX9+LGR5+_stem,Lymphatic_endothelium,MDK,ITGA6_ITGB1,1.5729821,0.0,1.9587388,1.2138662971045704,1.5634511266330988,0.036784887,0.90627587,0.009391455743062747,0.0029165423829746752
Basalis_fibroblast,CD133+_progenitor,VIM,CD44,2.103904,0.0,1.8296196,0.20500750734641093,0.05773559869325162,0.0037717363,0.9033393,1.0,0.0029221842414455016
Decidualized_stromal,Basalis_fibroblast,APOE,SDC2,1.5727462,0.0,2.2075286,1.6438355624290968,1.7146552208068897,0.077975124,0.9112323,0.0006663942719424055,0.0029278320811279013
Basalis_fibroblast,B_cells,COL6A1,CD44,1.5725023,0.0,2.3860981,1.0274418887829333,1.0776831036223387,0.023544937,0.91432834,0.04366617850177204,0.0029334853055925673
Basalis_fibroblast,Pericyte,FBLN1,ITGB1,1.6251856,0.0,1.8278583,0.7150632987099029,1.1485380442141602,0.011153907,0.9032973,0.13675652247933917,0.002944807309002441
Glandular_epithelium,SOX9+LGR5+_stem,TNFSF12,TNFRSF25,0.056831907,1.0,0.0031129094,-0.06372472830706348,-0.07886266734151973,0.0030377682,0.27822953,1.0,0.0030116765686091203
Basalis_fibroblast,Lymphoid_immune,COL6A1,CD44,1.5650264,0.0,2.3581848,1.0193871338251688,0.9902897763265044,0.023269502,0.91386634,0.07229141451911081,0.0030131921045305097
SOX9+LGR5+_stem,Macrophages,APP,CD74,1.5631206,0.0,1.9011973,0.6005520154751625,1.0974236926053216,0.013858812,0.9050019,0.07556792805553825,0.003030409549089353
Decidualized_stromal,Basalis_fibroblast,MDK,NCL,1.5615261,0.0,2.4067264,0.4752127712785471,0.6191822433365576,0.009800926,0.91466486,0.203203944322749,0.003041914547168195
Basalis_fibroblast,Basalis_fibroblast,PTN,NCL,1.5602257,0.0,2.4031281,0.8519862728550736,1.117102410249578,0.018166346,0.91460645,0.07556792805553825,0.0030534416762395137
Macrophages,Basalis_fibroblast,CD14,ITGB1,1.5577087,0.0,2.4249024,1.4842122431549702,1.8147266931870223,0.086845525,0.91495806,0.0003527732545727404,0.003111397654835312
Basalis_fibroblast,Lymphatic_endothelium,LAMA2,RPSA,1.5572089,0.0,2.106622,1.0034463446758388,0.9452559333661523,0.031650234,0.90932167,0.04567885468203854,0.003117222465405177
Basalis_fibroblast,Secretory_glandular,COL1A2,CD44,1.5720923,0.0,1.7972419,0.5366744651573941,0.6859775882893263,0.010219747,0.902557,0.17996134592718868,0.003117222465405177
Basalis_fibroblast,Macrophages,COL14A1,CD44,1.556422,0.0,2.3112378,1.5345531750968715,1.6633323168131628,0.057587706,0.9130716,0.0017182286395037477,0.003134730394916357
Pericyte,Basalis_fibroblast,COL3A1,DDR2,1.7892103,0.0,1.7912717,1.433286445524439,1.338270136893778,0.06240569,0.90241057,0.002288966299178831,0.0031640176142209353
CD133+_progenitor,SOX9+LGR5+_stem,SEMA3E,PLXND1,0.056786075,1.0,0.003142004,-0.0585119089757245,-0.14755218784793134,0.0030576026,0.27916458,1.0,0.003170129934445301
SOX9+LGR5+_stem,Basalis_fibroblast,CXCL8,SDC2,1.5541431,0.0,2.168202,1.2087941583452246,1.6017782129168743,0.04894575,0.91050255,0.007696497246307136,0.003193439239907736
Basalis_fibroblast,NKT_cells,COL6A1,CD44,1.5540714,0.0,2.3172812,1.007585760676343,1.160673624976087,0.022865886,0.91317517,0.04565688170491047,0.0031993399412865715
Basalis_fibroblast,Smooth_muscle,LGALS3BP,ITGB1,1.5538921,0.0,2.3023767,1.059075326304554,1.2970192823256528,0.024159726,0.91291904,0.03254312750567538,0.003205246018194113
CD133+_progenitor,Lymphatic_endothelium,CALM1,AQP1,1.5526401,0.0,2.2719908,1.3677431069669947,1.760303648160909,0.08077062,0.9123895,0.0005369862757655052,0.003228922823285387
SOX9+LGR5+_stem,Lymphoid_immune,APP,CD74,1.5509247,0.0,1.8810298,0.5909541067483729,0.369724953220152,0.0137118,0.90454245,0.07556792805553825,0.003246737168866187
Lymphatic_endothelium,SOX9+LGR5+_stem,VWF,ITGB1,1.5502551,0.0,2.3773346,1.4889557332001206,1.5757460419635632,0.07206337,0.9141841,0.0010388972635436186,0.003270564438156431
Pericyte,SOX9+LGR5+_stem,MDK,TSPAN1,1.5488998,0.0,1.8480033,1.1978856001731026,1.3163618383847155,0.040773984,0.9037749,0.010737837775294039,0.0032944783022083902
CD133+_progenitor,NKT_cells,LGALS1,PTPRC,1.5487826,0.0,1.9515189,0.5902494812662917,0.19582438774173505,0.010492111,0.9061189,0.16666082104928637,0.003306467150425101
SOX9+LGR5+_stem,SOX9+LGR5+_stem,MDK,TSPAN1,1.5487679,0.0,1.8477906,1.197749356539737,1.383673968308298,0.04076929,0.90376997,0.010790028618128842,0.003312469949205387
CD133+_progenitor,SOX9+LGR5+_stem,TNFSF12,TNFRSF25,0.057472322,1.0,0.0031718498,-0.061715441677831794,-0.08281589609286621,0.0030952857,0.28011683,1.0,0.0033285779768793683
Decidualized_stromal,Basalis_fibroblast,CD99,CD81,1.5461688,0.0,2.2447658,0.3953101767371681,0.47708949996640515,0.008098664,0.9119065,0.3468563991096275,0.0033546380230893625
B_cells,Basalis_fibroblast,HLA-A,APLP2,1.580804,0.0,1.7636586,0.13536450040801495,0.035135233697021984,0.005513774,0.9017244,0.8362874660109458,0.003390991882993243
SOX9+LGR5+_stem,Erythrocytes,MIF,CD44_CD74,1.5434175,0.0,2.204288,0.3401312876668571,0.32904841178344246,0.008304754,0.9111728,0.3249193828158524,0.0034031525747236814
SOX9+LGR5+_stem,Decidualized_stromal,MDK,LRP1,1.5425887,0.0,1.8194774,1.345114539810596,1.5439825416912616,0.042117693,0.9030964,0.0032141470035219207,0.003415334739522384
SOX9+LGR5+_stem,Macrophages,PKM,CD44,1.542009,0.0,2.2567592,0.8292594336399967,1.0913402015866338,0.017946325,0.9121203,0.07556792805553825,0.0034336485684032404
Decidualized_stromal,SOX9+LGR5+_stem,COL1A1,ITGA2_ITGB1,1.8797379,0.0,1.7570693,1.5746986184433944,1.9831777771537498,0.089457296,0.9015584,0.00029291277579723016,0.0034765682546402128
Glandular_epithelium,SOX9+LGR5+_stem,SEMA3F,NRP2_PLXNA1,0.05813764,0.0,0.0032073413,0.12250278978558107,0.037576913061644866,0.013853547,0.2812401,0.4594183372842307,0.003487020172519154
Basalis_fibroblast,Lymphatic_endothelium,PTN,NCL,1.5402064,0.0,2.3335893,0.8287081010730759,1.0578166277350791,0.01764067,0.9134528,0.07556792805553825,0.0034888792259104235
SOX9+LGR5+_stem,Secretory_glandular,MDK,SDC4,1.540133,0.0,1.8082256,1.175758921745771,1.4245638895827073,0.03413635,0.9028246,0.012769321179466574,0.003501212311715184
Pericyte,CD133+_progenitor,TIMP1,CD63,1.5387844,0.0,2.2310438,0.2145896430484901,0.20042318029191697,0.006763422,0.9116599,0.5380352559674203,0.0035135662066328494
Basalis_fibroblast,B_cells,PTN,NCL,1.5379269,0.0,2.3256714,0.8260571182526142,1.0574303385815056,0.017580817,0.91331834,0.07556792805553825,0.0035197508741793082
SOX9+LGR5+_stem,CD133+_progenitor,VIM,CD44,2.0238414,0.0,1.7507663,0.14442728771207175,-0.03398994641757802,0.0036091814,0.90139884,1.0,0.003525941560444619
Basalis_fibroblast,Lymphatic_endothelium,APP,CD74,1.5371279,0.0,2.0453122,0.621040427397858,0.6403041881486893,0.01490934,0.9080966,0.07556792805553825,0.003532137611606892
Pericyte,CD133+_progenitor,MDK,SDC4,1.5359616,0.0,1.7887143,1.1682692588218921,1.3880998707434289,0.03376801,0.9023477,0.013613907725370683,0.0035383383715756047
SOX9+LGR5+_stem,CD133+_progenitor,MDK,SDC4,1.5358298,0.0,1.7885084,1.1681330151885265,1.4554120006670113,0.033764124,0.9023426,0.013652918870649901,0.003544545151374006
Basalis_fibroblast,Erythrocytes,MDK,NCL,1.5353351,0.0,2.3511543,0.4537208994498953,0.42618477566898116,0.009574618,0.91374874,0.21721644189144093,0.003556974146097963
Basalis_fibroblast,Smooth_muscle,SPON2,ITGB1,1.5347924,0.0,2.2302234,1.2460943920945828,1.4448955945799329,0.034436688,0.91164505,0.006962678005087718,0.0035631970176575496
Basalis_fibroblast,SOX9+LGR5+_stem,CD99,CD81,1.5323215,0.0,2.3463407,0.4352165536818422,0.3398276544754648,0.008465126,0.913668,0.30975167839606926,0.0036131710792661246
CD133+_progenitor,B_cells,APP,CD74,1.8776468,0.0,1.7403064,0.7685659326730172,0.9322539575828345,0.012685996,0.9011322,0.08952515542544198,0.003619441552213546
Basalis_fibroblast,Lymphoid_immune,MDK,NCL,1.5304334,0.0,2.3353379,0.44802097687976944,0.4498809667993815,0.009510209,0.91348237,0.22194774730425473,0.003650876323458975
Lymphoid_immune,SOX9+LGR5+_stem,HLA-A,APLP2,1.5303788,0.0,1.9413475,0.09984497887785371,-0.1855400511533568,0.0060692877,0.9058964,1.0,0.0036571796266791643
Pericyte,SOX9+LGR5+_stem,MDK,SDC4,1.5302598,0.0,1.7625859,1.1581639475145513,1.28140788514451,0.033274747,0.9016974,0.015072688956856617,0.0036634882906617485
SOX9+LGR5+_stem,SOX9+LGR5+_stem,MDK,SDC4,1.530128,0.0,1.762383,1.1580277038811855,1.3487200150680925,0.033270918,0.90169233,0.015113663013981898,0.0036698016474114937
Secretory_glandular,Basalis_fibroblast,ANXA1,EGFR,1.5299108,0.0,1.7864285,1.076060068112525,0.8939764600469553,0.03412665,0.9022913,0.034342212709802054,0.0036761210317615024
SOX9+LGR5+_stem,Glandular_epithelium,MDK,ITGA6_ITGB1,1.5289881,0.0,1.7571601,1.1369870494075354,1.3629307797670096,0.032999262,0.90156066,0.017936133100204945,0.0037077970097536645
Basalis_fibroblast,Lymphatic_endothelium,APOD,LEPR,1.5264034,0.0,2.1178048,2.386992751232068,2.8050909933352974,0.29118764,0.9095397,9.27272989262292e-08,0.0037523683052287362
Basalis_fibroblast,Smooth_muscle,COL6A1,CD44,1.5259871,0.0,2.2124205,0.9773275083062203,1.1473776532443538,0.021831164,0.91132176,0.05542800776286737,0.003765151083330767
Decidualized_stromal,CD133+_progenitor,COL3A1,DDR1,1.9878873,0.0,1.7265899,1.5528856220707348,2.014194825451213,0.07317907,0.9007791,0.00046656260721080725,0.003765151083330767
CD133+_progenitor,Glandular_epithelium,SEMA3F,NRP2_PLXNA1,0.057604592,0.0,0.003259642,0.12164497374448993,0.0476559655056169,0.014079451,0.28287786,0.4624288957766637,0.0038038880707723707
CD133+_progenitor,Basalis_fibroblast,ANXA1,EGFR,1.5221894,0.0,1.7742987,1.0698926344928619,1.07196640359463,0.03389493,0.9019906,0.035292273753283684,0.0038164971347763557
Decidualized_stromal,Basalis_fibroblast,COL6A1,CD44,1.5220764,0.0,2.142548,0.9780139762518948,1.1336375369354517,0.021141699,0.9100164,0.05512474528018982,0.0038293877172005104
Basalis_fibroblast,Glandular_epithelium,MDK,NCL,1.5213785,0.0,2.306119,0.4374914668772769,0.4035232544109435,0.00939122,0.91298354,0.22955245514991646,0.003842299038319791
Pericyte,Basalis_fibroblast,SPARC,FGFR1,1.5197184,0.0,1.7391711,1.236874789292306,1.3954519948753812,0.040897675,0.90110314,0.007580657241198006,0.0038617065205508385
Basalis_fibroblast,NKT_cells,MYL9,CD69,1.519352,0.0,2.221892,1.1799067050614238,1.343462249569972,0.05143962,0.9114942,0.006127004672985655,0.0038681859328230147
Decidualized_stromal,Basalis_fibroblast,PTN,NCL,1.5173836,0.0,2.2845705,0.798598715517357,1.0450675587262548,0.017270116,0.91260993,0.07556792805553825,0.003926745653336445
Basalis_fibroblast,Macrophages,FBLN1,ITGB1,1.6002905,0.0,1.702036,0.6879530760987405,0.8264081658554192,0.010386117,0.90013725,0.17138961229574864,0.003939817572364147
Decidualized_stromal,CD133+_progenitor,FBLN1,ITGB1,1.5170503,0.0,2.0791795,0.618000853784008,0.5675433367390452,0.012687512,0.9087796,0.08947623123480813,0.003939817572364147
Basalis_fibroblast,CD133+_progenitor,CD99,CD81,1.5169502,0.0,2.297978,0.42007140073222016,0.3242479294889504,0.008290643,0.912843,0.32642316428819285,0.003946361905349945
CD133+_progenitor,Secretory_glandular,HLA-A,APLP2,1.5167294,0.0,2.300264,0.146080624733606,0.0555205486526974,0.0071913777,0.9128825,0.4632118203252527,0.003952910897526583
SOX9+LGR5+_stem,Pericyte,CD99,CD81,1.5150363,0.0,2.026017,0.34261374393861505,0.4089239528643708,0.007309463,0.9077003,0.4459435536196943,0.003959465933554914
SOX9+LGR5+_stem,Secretory_glandular,FGFR4,PTPRR,0.059168227,0.0,0.0032614646,0.3310107363212609,0.08512678612265287,0.06812165,0.28293452,0.31053865135816167,0.003962313511860434
Basalis_fibroblast,Lymphoid_immune,LGALS1,CD69,1.8699325,0.0,1.6980082,0.707621327008059,0.5061953012745934,0.013858175,0.90003073,0.07556792805553825,0.003972591365532241
Pericyte,CD133+_progenitor,VIM,CD44,1.9652911,0.0,1.6931005,0.10012280362374709,-0.2321227918987362,0.003490304,0.89990044,1.0,0.004005498925262977
SOX9+LGR5+_stem,Smooth_muscle,FBLN1,ITGB1,1.5117728,0.0,2.1432612,0.6450626388717575,0.7872440279966988,0.013078549,0.91003007,0.08082496730099091,0.004045164814406033
Secretory_glandular,Basalis_fibroblast,GSTP1,EGFR,1.5106388,0.0,1.7561535,1.0571083315643077,0.9341438507006785,0.029099718,0.9015353,0.06182517657492733,0.004071715245978765
Secretory_glandular,CD133+_progenitor,HLA-A,APLP2,1.5097145,0.0,2.199226,0.1098731440810644,0.026200619460642338,0.0068754996,0.91107976,0.516150814624943,0.00409168457240376
SOX9+LGR5+_stem,Macrophages,MDK,NCL,1.5132293,0.0,1.6849529,0.3798022848355514,0.5610092044665062,0.006861643,0.89968294,0.5189482088087057,0.004098351944247567
Glandular_epithelium,SOX9+LGR5+_stem,WNT5A,FZD2,0.05824994,0.997,0.0032996568,0.04424980450600803,-0.04965434101109188,0.006560223,0.28411704,1.0,0.004120733368297865
Secretory_glandular,Basalis_fibroblast,CXCL8,SDC2,1.5090913,0.0,2.0729632,1.175100011356896,1.127741451810837,0.046795797,0.90865546,0.009319737827474596,0.004125073488567688
Pericyte,SOX9+LGR5+_stem,COL1A1,CD44,1.5842862,0.0,1.6750226,0.5697830259417149,0.35601978527796174,0.010169979,0.89941585,0.18295382584741404,0.004165316892561289
Basalis_fibroblast,Smooth_muscle,PTN,NCL,1.5064445,0.0,2.216314,0.7894477058008722,1.0627915840427533,0.016754134,0.91139275,0.07556792805553825,0.0041855107551031535
Basalis_fibroblast,Secretory_glandular,CD99,CD81,1.5047622,0.0,2.2596304,0.4080631294101506,0.277239831744849,0.008152293,0.9121712,0.34085966823630637,0.004205752003392247
Macrophages,CD133+_progenitor,LGALS1,ITGB1,1.5044587,0.0,2.0528476,0.1188266085405392,-0.138801228398704,0.0057316185,0.90825,1.0,0.004212510249866344
Basalis_fibroblast,NKT_cells,HMGB1,CXCR4,1.5037359,0.0,2.1356068,0.5061114676419486,0.8978134523504602,0.018261798,0.9098835,0.07556792805553825,0.004239595957046153
CD133+_progenitor,Erythrocytes,MIF,CD44_CD74,1.5031908,0.0,2.1140437,0.29918719550006734,0.2763412985290721,0.0079647545,0.90946656,0.36200830274529233,0.004266766432262726
CD133+_progenitor,SOX9+LGR5+_stem,IHH,BOC,0.058072492,0.0,0.0033404827,0.04954907060580599,-0.0018394019693344504,0.007905803,0.28536928,0.8244108185165004,0.004279147640183098
SOX9+LGR5+_stem,B_cells,MMP7,CD44,1.5025167,0.0,2.2071993,1.32031691857851,1.9468366450451688,0.057180867,0.9112262,0.003596070599991964,0.004280383721982736
Basalis_fibroblast,SOX9+LGR5+_stem,COL6A2,CD44,1.5736314,0.0,1.6607337,0.9605055577930559,0.9153042765581508,0.014732001,0.8990277,0.07556792805553825,0.004314520780592797
NKT_cells,Basalis_fibroblast,LGALS1,ITGB1,1.5018425,0.0,2.246451,0.21546661550604712,0.026256298125563404,0.0062721646,0.9119366,0.6402014112820287,0.004314520780592797
Basalis_fibroblast,Secretory_glandular,PTN,NCL,1.5003523,0.0,2.1951523,0.7823640821139642,0.9364218081395304,0.016594162,0.9110046,0.07556792805553825,0.0043487913547595606
SOX9+LGR5+_stem,Macrophages,LGALS1,PTPRC,1.4997414,0.0,1.9934843,0.52329893198174,0.22682767858464115,0.010717733,0.90702,0.15548890384106842,0.004362537545017168
Basalis_fibroblast,Smooth_muscle,CXCL12,ITGB1,1.4993823,0.0,2.0964532,1.5785743483834263,1.5428303537441783,0.062066767,0.909122,0.0023755438093261516,0.004383195419874622
Basalis_fibroblast,Basalis_fibroblast,MDK,NCL,1.498545,0.0,2.232438,0.41093974967391345,0.45373350914268284,0.0090911705,0.91168505,0.25190818598375425,0.004390092541422651
Basalis_fibroblast,Macrophages,HLA-A,APLP2,1.4983766,0.0,2.195065,0.10270955044282992,0.020290299289071667,0.006862492,0.911003,0.5412983482412594,0.004403902070475878
SOX9+LGR5+_stem,NKT_cells,HLA-B,KLRD1,1.4977717,0.0,2.0340402,1.0002616839382161,0.9567008832807455,0.059519444,0.90786576,0.0037557553252156786,0.004424656764321276
Basalis_fibroblast,Lymphatic_endothelium,TIMP2,ITGB1,1.4977171,0.0,2.2324667,0.9813475347257639,1.067764379870861,0.022750717,0.9116855,0.05388194837153254,0.0044315859152368065
Secretory_glandular,SOX9+LGR5+_stem,FARP2,PLXNA1,0.059815533,0.0,0.003358346,0.04313315062483435,0.003947987853069351,0.0073058954,0.28591338,0.863902942962436,0.004437556589290679
CD133+_progenitor,Pericyte,CD99,CD81,1.497085,0.0,1.9529912,0.3202242137742932,0.46336158483614054,0.007046,0.906151,0.48745607593330703,0.0044593544240294995
Basalis_fibroblast,Smooth_muscle,CD99,CD81,1.4969668,0.0,2.2351034,0.4003824903942232,0.559321692645337,0.008063804,0.91173303,0.35074650850245814,0.004473270697464546
Basalis_fibroblast,CD133+_progenitor,DCN,MET,2.1708283,0.0,1.6422961,1.742874822316312,2.466146027964189,0.060849614,0.8985198,5.888410761264229e-05,0.004494185495938915
Basalis_fibroblast,Basalis_fibroblast,TIMP2,ITGB1,1.4957275,0.0,2.2269185,0.9791805336992196,0.9901949089056024,0.022694174,0.91158533,0.0723343159862371,0.004494185495938915
SOX9+LGR5+_stem,Macrophages,MDK,SORL1,1.5034298,0.0,1.6400521,1.187618416287864,1.603334987530607,0.038929064,0.89845747,0.011569581295016526,0.004515148314623599
SOX9+LGR5+_stem,Lymphoid_immune,MMP7,CD44,1.4950409,0.0,2.1813788,1.3122621636207454,1.8594433177493346,0.05651195,0.91074914,0.0038404695413439124,0.004529149955441118
Basalis_fibroblast,Erythrocytes,COL6A1,CD44,1.4942937,0.0,2.0940843,0.9431825497414886,0.9408454672839754,0.020663476,0.90907526,0.07556792805553825,0.004543173675738698
CD133+_progenitor,Basalis_fibroblast,TIMP1,CD63,1.7414204,0.0,1.6331056,0.4462519250046293,0.15597056189923497,0.0049507692,0.8982637,0.9869413530859845,0.004557217991361795
SOX9+LGR5+_stem,Glandular_epithelium,CD99,CD81,1.4935263,0.0,1.9831657,0.3214205315879064,0.275241105116668,0.0071548643,0.9068009,0.4699068861022196,0.004564247777927704
Erythrocytes,SOX9+LGR5+_stem,HLA-A,APLP2,1.4932932,0.0,1.8747891,0.06153446990663742,-0.21752030447593207,0.005861204,0.90439886,1.0,0.004578324838784254
Basalis_fibroblast,B_cells,TIMP3,CD44,1.4920516,0.0,2.180448,0.7939934485820268,0.8807666615692537,0.019190567,0.9107318,0.07556792805553825,0.004585370624462467
SOX9+LGR5+_stem,SOX9+LGR5+_stem,SLIT2,PLXNA1,0.060153127,0.0,0.0033887278,0.08472998339171897,0.00364936291810479,0.007842239,0.28683364,0.6285832625847815,0.004595959430690709
B_cells,Basalis_fibroblast,VIM,CD44,1.4910793,1.0,2.0740604,-0.16052260283064576,-0.4941655130427549,0.004275648,0.9086774,1.0,0.004599478938790268
Pericyte,SOX9+LGR5+_stem,COL3A1,ITGA2_ITGB1,1.7617936,0.0,1.6280521,1.3940864557298092,1.342607464589261,0.076095484,0.898122,0.000774522052624581,0.004620681777102349
Decidualized_stromal,CD133+_progenitor,MDK,NCL,1.4895658,0.0,2.1563923,0.3915362175578102,0.4515589931658358,0.008781488,0.9102798,0.27940334066337663,0.004620681777102349
SOX9+LGR5+_stem,Macrophages,HLA-A,APLP2,1.4890292,0.0,2.1712363,0.0930526821979081,0.0015807323511713989,0.0067879953,0.91055954,0.5869526170521671,0.004634844162603679
Smooth_muscle,Basalis_fibroblast,CD99,CD81,1.4886428,0.0,2.0229335,0.32356273249163037,0.5001023132459589,0.0072983378,0.9076365,0.44757739389135964,0.004649027125863555
Basalis_fibroblast,CD133+_progenitor,PTN,NCL,1.4882655,0.0,2.1531682,0.7683097191343368,0.9494791600788561,0.016276784,0.91021866,0.07556792805553825,0.004663231413362989
Decidualized_stromal,Basalis_fibroblast,VCAN,CD44,1.4862745,0.0,2.0634444,0.7291166417511161,0.9647773192270338,0.019199515,0.90846425,0.07556792805553825,0.004720262530204408
Basalis_fibroblast,Smooth_muscle,CLEC11A,ITGB1,1.4859376,0.0,2.0456634,1.2707245627501205,1.4354365273392367,0.03517656,0.90810376,0.005624936558558236,0.004727415687112214
